icd9v6.01编码,实际操作名称v6.01,属性v6.01,录入选项v6.01
52.94002,内镜下胰管碎石取石术,治疗性操作,必选
52.95001,胰瘘管切除术,,必选
52.95002,胰尾修补术,,必选
52.95005,胰腺破裂修补术,,必选
52.95006,胰腺修补术,,必选
52.96001,胰管-空肠吻合术,,必选
52.96003,胰腺-空肠吻合术,,必选
52.96004,胰腺-胃吻合术,,必选
53.00004,单侧腹股沟疝修补术,,必选
53.00011,腹腔镜下单侧腹股沟疝修补术,,必选
53.01001,单侧腹股沟直疝修补术,,必选
53.02001,单侧腹股沟斜疝修补术,,必选
53.02005,单侧腹股沟斜疝疝囊高位结扎术,,必选
53.02010,腹腔镜下单侧腹股沟斜疝修补术,,必选
53.02011,腹腔镜下单侧腹股沟斜疝疝囊高位结扎术,,必选
53.03003,单侧腹股沟直疝无张力修补术,,必选
53.04003,单侧腹股沟斜疝无张力修补术,,必选
53.05002,单侧腹股沟疝无张力修补术,,必选
53.10001,双侧腹股沟疝修补术,,必选
53.11002,双侧腹股沟直疝修补术,,必选
53.12001,腹腔镜下双侧腹股沟斜疝修补术,,必选
53.12003,双侧腹股沟斜疝修补术,,必选
53.12004,双侧腹股沟斜疝疝囊高位结扎术,,必选
53.13001,双侧腹股沟直疝-斜疝修补术,,必选
53.14001,双侧腹股沟直疝无张力修补术,,必选
53.15002,双侧腹股沟斜疝无张力修补术,,必选
53.16001,"双侧腹股沟疝无张力修补术,一侧直疝一侧斜疝",,必选
53.17001,双侧腹股沟疝无张力修补术,,必选
53.21001,单侧股疝无张力修补术,,必选
53.29002,单侧股疝修补术,,必选
53.31001,双侧股疝无张力修补术,,必选
53.39001,双侧股疝修补术,,必选
53.41004,脐疝无张力修补术,,必选
53.42001,腹腔镜下脐疝无张力修补术,,必选
53.43001,腹腔镜下脐疝修补术,,必选
53.49004,脐疝修补术,,必选
53.51001,腹壁切口疝修补术,,必选
53.59001,腹壁白线疝修补术,,必选
53.59002,腹壁疝修补术,,必选
53.59003,腹腔镜下腹壁疝修补术,,必选
53.61002,腹壁切口疝无张力修补术,,必选
53.69001,单侧腹疝无张力修补术,,必选
53.69002,腹白线疝无张力修补术,,必选
53.71001,腹腔镜下膈疝修补术,,必选
53.71002,腹腔镜下食管裂孔疝修补术,,必选
53.72001,经腹膈疝修补术,,必选
53.72002,经腹食管裂孔疝修补术,,必选
53.80001,经胸膈疝修补术,,必选
53.80002,经胸食管裂孔疝修补术,,必选
53.81001,膈肌折叠术,,必选
53.83001,胸腔镜下膈疝修补术,,必选
53.9 001,闭孔疝修补术,,必选
53.9 003,腹膜后疝修补术,,必选
53.9 009,网膜疝修补术,,必选
53.9 012,腰疝修补术,,必选
53.9 015,造口旁疝修补术,,必选
53.9 016,会阴疝无张力修补术,,必选
54.0 001,骶部脓肿切开引流术,,必选
54.0 002,腹壁窦道切开引流术,,必选
54.0 004,腹壁脓肿切开引流术,,必选
54.0 006,腹膜外脓肿切开引流术,,必选
54.0 008,腹壁切开引流术,,必选
54.0 010,腹壁血肿清除术,,必选
54.0 011,腹壁异物取出术,,必选
54.0 013,腹股沟脓肿切开引流术,,必选
54.0 016,腹股沟探查术,,必选
54.0 018,腹膜后脓肿切开引流术,,必选
54.0 021,腹膜外血肿清除术,,必选
54.0 022,脐脓肿切开引流术,,必选
54.0 023,髂窝积液清除术,,必选
54.0 024,髂窝脓肿切开引流术,,必选
54.0 025,髂窝血肿切开引流术,,必选
54.11001,腹腔镜中转剖腹探查术,,必选
54.11003,剖腹探查术,,必选
54.12002,近期剖宫术后腹腔止血术,,必选
54.12007,再剖腹探查术,,必选
54.19001,腹部血肿去除术,,必选
54.19003,腹膜后血肿清除术,,必选
54.19004,腹膜血肿清除术,,必选
54.19005,腹腔镜下腹腔积血清除术,,必选
54.19006,腹腔镜下男性盆腔脓肿切开引流术,,必选
54.19009,腹腔内出血止血术,,必选
54.19010,腹腔脓肿切开引流术,,必选
54.19011,腹腔血肿清除术,,必选
54.19013,膈下脓肿切开引流术,,必选
54.19020,男性盆腔脓肿切开引流术,,必选
54.19023,男性盆腔血肿清除术,,必选
54.19024,网膜切开术,,必选
54.21001,腹腔镜检查,,必选
54.21005,经阴道腹腔镜检查,,必选
54.22001,腹壁活检术,,必选
54.22002,脐活检术,,必选
54.22003,腹腔镜下腹壁活检术,,必选
54.22004,腹壁穿刺活检,诊断性操作,必选
54.23001,肠系膜活检术,,必选
54.23003,腹膜后活检术,,必选
54.23004,腹膜活检术,,必选
54.23005,网膜活检术,,必选
54.23006,腹腔镜下腹膜活检术,,必选
54.23007,腹腔镜下网膜活检术,,必选
54.24001,腹内病损穿刺活检,诊断性操作,必选
54.24002,腹腔病损穿刺活检,诊断性操作,必选
54.24003,髂部病损穿刺活检,诊断性操作,必选
54.24006,盆腔病损穿刺活检,诊断性操作,必选
54.25001,腹腔冲洗检查,诊断性操作,必选
54.3 003,腹壁病损切除术,,必选
54.3 004,腹壁窦道扩创术,,必选
54.3 010,腹壁伤口扩创术,,必选
54.3 011,腹壁伤口清创术,,必选
54.3 018,腹股沟病损切除术,,必选
54.3 024,腹腔镜下腹壁病损切除术,,必选
54.3 026,盆腔壁病损切除术,,必选
54.3 027,脐病损切除术,,必选
54.3 029,脐切除术,,必选
54.4 001,肠系膜病损切除术,,必选
54.4 005,大网膜病损切除术,,必选
54.4 006,大网膜部分切除术,,必选
54.4 007,大网膜切除术,,必选
54.4 009,骶前病损切除术,,必选
54.4 012,骶尾部病损切除术,,必选
54.4 014,腹膜病损切除术,,必选
54.4 015,腹膜后病损切除术,,必选
54.4 021,腹膜外病损切除术,,必选
54.4 026,腹腔镜下肠系膜病损切除术,,必选
54.4 028,腹腔镜下腹膜病损切除术,,必选
54.4 029,腹腔镜下腹膜后病损切除术,,必选
54.4 033,腹腔镜下网膜病损切除术,,必选
54.4 034,腹腔镜下网膜部分切除术,,必选
54.4 035,盆腔病损切除术,,必选
54.4 036,盆腔腹膜切除术,,必选
54.4 039,盆腔病损冷冻治疗术,,必选
54.4 042,髂窝病损切除术,,必选
54.4 043,网膜病损切除术,,必选
54.4 044,网膜部分切除术,,必选
54.4 045,网膜切除术,,必选
54.4 047,腰骶病损切除术,,必选
54.4 048,腹腔病损氩氦刀靶向冷冻治疗术,,必选
54.4 050,腹腔镜下直肠全系膜切除术[TME],,必选
54.51001,腹腔镜下肠粘连松解术,,必选
54.51004,腹腔镜下腹膜粘连松解术,,必选
54.51005,腹腔镜下腹腔粘连松解术,,必选
54.51006,腹腔镜下盆腔腹膜粘连松解术,,必选
54.51009,腹腔镜下盆腔粘连松解术,,必选
54.51010,腹腔镜下网膜粘连松解术,,必选
54.59002,肠粘连松解术,,必选
54.59004,腹膜粘连松解术,,必选
54.59005,腹腔粘连松解术,,必选
54.59007,盆腔腹膜粘连松解术,,必选
54.59009,盆腔粘连松解术,,必选
54.59010,网膜粘连松解术,,必选
54.61001,腹壁切口裂开缝合术,,必选
54.63001,腹壁裂伤缝合术,,必选
54.64001,腹膜缝合术,,必选
54.64002,网膜裂伤缝合术,,必选
54.71001,腹裂修补术,,必选
54.72001,腹壁补片修补术,,必选
54.73001,腹膜组织修补术,,必选
54.74001,大网膜包肝术,,必选
54.74002,大网膜包肾术,,必选
54.74003,大网膜还纳术,,必选
54.74004,大网膜内移植术,,必选
54.74005,大网膜修补术,,必选
54.74006,生物大网膜移植术,,必选
54.74008,网膜扭转复位术,,必选
54.75001,肠系膜固定术,,必选
54.75002,肠系膜修补术,,必选
54.91001,腹腔穿刺术,治疗性操作,必选
54.91002,经腹盆腔穿刺引流术,治疗性操作,必选
54.91003,经皮腹膜后穿刺引流术,治疗性操作,必选
54.91005,经皮腹腔穿刺引流术,治疗性操作,必选
54.91009,超声引导下盆腔穿刺术,治疗性操作,必选
54.92003,腹腔异物去除术,,必选
54.93001,腹壁造口术,,必选
54.93002,腹膜透析置管术,,必选
54.93003,腹膜透析导丝法置管术,,必选
54.93004,腹膜透析腹腔法置管术,,必选
54.93005,腹膜透析腹腔镜法置管术,,必选
54.93006,腹膜透析手工法置管术,,必选
54.93007,腹膜透析置管导丝法复位术,,必选
54.93008,腹膜透析置管腹腔法复位术,,必选
54.93009,腹膜透析置管腹腔镜法复位术,,必选
54.93010,腹膜透析置管手工法复位术,,必选
54.94001,腹腔-颈静脉分流术,,必选
54.94002,腹腔-静脉转流泵管置入术,,必选
54.94003,腹腔静脉分流术,,必选
54.95001,拉德手术[Ladd手术],,必选
54.95002,腹膜切开术,,必选
54.95004,脑室-腹腔分流修正术,,必选
54.97001,腹腔局部注射,治疗性操作,必选
54.97002,腹腔镜下腹腔局部注射,治疗性操作,必选
54.98001,腹膜透析,治疗性操作,必选
54.98005,全自动腹膜透析仪腹膜透析,治疗性操作,必选
54.98006,人工操作法腹膜透析,治疗性操作,必选
54.98007,人工腹膜透析,治疗性操作,必选
54.98008,自动化腹膜透析,治疗性操作,必选
54.99009,腹腔镜下腹腔病损切除术,,必选
54.99010,腹腔镜下盆腔病损切除术,,必选
54.99011,腹腔镜下盆腔内膜病损电凝术,,必选
54.99017,盆腔补片术,,必选
55.01001,腹腔镜下肾囊肿去顶术,,必选
55.01002,腹腔镜下肾探查术,,必选
55.01003,肾实质切开取石术,,必选
55.01004,肾切开探查术,,必选
55.01007,移植肾探查术,,必选
55.01009,肾囊肿去顶术,,必选
55.01010,肾被膜下血肿清除术,,必选
55.01011,腹腔镜下肾实质切开取石术,,必选
55.02001,肾造口术,,必选
55.03001,经皮肾镜取石术,,必选
55.03002,"经皮肾镜取石术,II期(再次住院)",,必选
55.03003,"经皮肾镜取石术,I期",,必选
55.03004,经皮肾盂造口取石术,,必选
55.03005,经皮肾造口术,,必选
55.03006,经皮肾镜异物取出术,,必选
55.04001,经皮肾镜超声碎石取石术,,必选
55.04003,经皮肾镜激光碎石取石术,,必选
55.04004,经皮肾镜气压弹道碎石取石术,,必选
55.04005,"经皮肾镜超声碎石取石术,II期(再次住院)",,必选
55.04006,"经皮肾镜激光碎石取石术,II期(再次住院)",,必选
55.04007,"经皮肾镜气压弹道碎石取石术,II期(再次住院)",,必选
55.04008,"经皮肾镜超声碎石取石术,II期(同次住院)",,必选
55.04009,"经皮肾镜激光碎石取石术,II期同次住院)",,必选
55.04010,"经皮肾镜气压弹道碎石取石术,II期(同次住院)",,必选
55.11001,肾盂切开探查术,,必选
55.11004,肾盂造口取石术,,必选
55.11005,肾盂切开取石术,,必选
55.11006,腹腔镜下肾盂切开取石术,,必选
55.12001,肾盂内T管引流术,治疗性操作,必选
55.12002,肾盂造口术,,必选
55.21001,肾镜检查,诊断性操作,必选
55.23001,超声引导下肾穿刺活检,诊断性操作,必选
55.23002,经皮肾穿刺活检,诊断性操作,必选
55.23003,经尿道输尿管镜肾活检,诊断性操作,必选
55.24001,直视下肾活检术,,必选
55.31001,肾病损造袋术,,必选
55.33001,超声引导下肾病损射频消融术,治疗性操作,必选
55.39001,副肾切除术,,必选
55.39002,腹腔镜下肾病损切除术,,必选
55.39003,肾病损切除术,,必选
55.39005,经皮肾镜肾盂病损电切术,,必选
55.39006,经尿道输尿管镜肾病损激光切除术,,必选
55.39007,经皮肾病损冷冻治疗术,治疗性操作,必选
55.4 001,腹腔镜下肾部分切除术,,必选
55.4 002,肾部分切除术,,必选
55.4 003,肾楔形切除术,,必选
55.4 004,肾盂部分切除术,,必选
55.4 005,肾盂切除术,,必选
55.4 006,肾盏切除术,,必选
55.51003,腹腔镜下单侧肾切除术,,必选
55.51004,腹腔镜下肾-输尿管切除术,,必选
55.51006,单侧肾切除术,,必选
55.51007,肾-输尿管切除术,,必选
55.52001,残余肾切除术,,必选
55.52002,孤立肾切除术,,必选
55.53001,移植肾切除术,,必选
55.54001,双侧肾切除术,,必选
55.54002,腹腔镜下双侧肾切除术,,必选
55.61002,肾自体移植术,,必选
55.69001,肾同种异体移植术,,必选
55.7 001,腹腔镜下肾固定术,,必选
55.7 002,肾固定术,,必选
55.81001,肾破裂修补术,,必选
55.82001,肾盂造口闭合术,,必选
55.82002,肾造口闭合术,,必选
55.85001,马蹄形肾联合部切开术,,必选
55.86001,肾盂-输尿管-膀胱吻合术,,必选
55.86002,肾盂-输尿管吻合术,,必选
55.86003,肾盏-输尿管吻合术,,必选
55.86004,移植肾-输尿管-膀胱吻合术,,必选
55.86005,腹腔镜下肾盂-输尿管吻合术,,必选
55.86006,腹腔镜下肾盏-输尿管吻合术,,必选
55.87001,腹腔镜下肾盂成形术,,必选
55.87002,腹腔镜下肾盂-输尿管成形术,,必选
55.87003,肾盂成形术,,必选
55.87004,肾盂-输尿管成形术,,必选
55.89001,肾修补术,,必选
55.89002,供体肾修整术,,必选
55.89003,腹腔镜下融合肾离断术,,必选
55.89004,融合肾离断术,,必选
55.91002,肾包膜剥除术,,必选
55.91003,肾囊肿切除术,,必选
55.91004,肾盂囊肿切除术,,必选
55.91005,肾盂旁囊肿切除术,,必选
55.92002,经皮肾脓肿抽吸术,治疗性操作,必选
55.92004,经皮肾囊肿抽吸术,治疗性操作,必选
55.92006,经皮移植肾囊肿抽吸术,治疗性操作,必选
55.92008,"经皮肾镜取石术,II期(同次住院)",,必选
55.93001,肾造瘘管置换术,治疗性操作,必选
55.94001,肾盂造瘘管置换术,治疗性操作,必选
55.95001,肾局部灌注,治疗性操作,必选
55.96001,肾囊肿硬化剂注射,治疗性操作,必选
55.97001,机械肾置入术,,必选
55.97002,机械肾更换术,,必选
55.98001,机械肾去除术,,必选
55.99002,肾蒂淋巴管离断术,,必选
55.99003,肾折叠术,,必选
55.99004,腹腔镜下肾折叠术,,必选
56.0 002,经尿道输尿管镜异物取出术,,必选
56.0 003,经尿道输尿管镜取石术(肾盂\输尿管),,必选
56.0 004,经尿道输尿管镜激光碎石术(肾盂\输尿管),,必选
56.0 007,经尿道输尿管镜气压弹道碎石术(肾盂\输尿管),,必选
56.0 008,经尿道输尿管镜超声碎石术(肾盂\输尿管),,必选
56.0 009,经尿道输尿管镜激光碎石取石术(肾盂\输尿管),,必选
56.0 010,经尿道输尿管镜气压弹道碎石取石术(肾盂\输尿管),,必选
56.0 011,经尿道输尿管镜超声碎石取石术(肾盂\输尿管),,必选
56.1 001,输尿管口切开术,,必选
56.2 001,腹腔镜下输尿管切开取石术,,必选
56.2 002,经皮肾镜输尿管内切开术,,必选
56.2 003,输尿管切开导管引流术,,必选
56.2 004,输尿管切开取石术,,必选
56.2 006,输尿管切开异物取出术,,必选
56.2 007,输尿管切开探查术,,必选
56.2 008,经尿道输尿管镜下输尿管切开术,,必选
56.31001,输尿管镜检查,诊断性操作,必选
56.32001,经皮穿刺输尿管活检,诊断性操作,必选
56.33001,经尿道输尿管镜输尿管活检,诊断性操作,必选
56.33003,经皮肾镜输尿管活检术,,必选
56.34001,直视下输尿管活检术,,必选
56.35001,回肠代输出道内镜检查,诊断性操作,必选
56.41001,输尿管病损切除术,,必选
56.41002,输尿管部分切除术,,必选
56.41003,输尿管镜下输尿管病损切除术,,必选
56.41005,输尿管缩短伴再植术,,必选
56.41008,膀胱镜下输尿管病损切除术,,必选
56.41009,腹腔镜下输尿管囊肿造口术,,必选
56.41010,腹腔镜下输尿管部分切除术,,必选
56.41011,腹腔镜下输尿管残端切除术,,必选
56.41012,经尿道输尿管病损激光切除术,,必选
56.42001,输尿管全部切除术,,必选
56.51002,输尿管-回肠皮肤造口术,,必选
56.52001,输尿管-回肠皮肤造口修正术,,必选
56.61001,输尿管-皮肤造口术,,必选
56.61003,输尿管造口术,,必选
56.61004,腹腔镜下输尿管-皮肤造口术,,必选
56.71001,输尿管-回肠吻合术,,必选
56.71002,输尿管-乙状结肠吻合术,,必选
56.71003,输尿管-直肠吻合术,,必选
56.71004,腹腔镜下输尿管-乙状结肠吻合术,,必选
56.72001,输尿管-肠管吻合口修正术,,必选
56.73001,肾-膀胱吻合术,,必选
56.74001,腹腔镜下输尿管-膀胱吻合术,,必选
56.74002,输尿管-膀胱吻合术,,必选
56.75001,输尿管-输尿管吻合术,,必选
56.81001,输尿管管腔内粘连松解术,,必选
56.82001,输尿管裂伤缝合术,,必选
56.82002,腹腔镜下输尿管损伤修复术,,必选
56.82003,输尿管损伤修复术,,必选
56.83001,输尿管造口闭合术,,必选
56.84001,输尿管瘘修补术,,必选
56.84002,输尿管-阴道瘘修补术,,必选
56.85001,输尿管固定术,,必选
56.86001,输尿管结扎去除术,,必选
56.89001,肠管代输尿管术,,必选
56.89002,输尿管成形术,,必选
56.89003,输尿管移植术,,必选
56.89005,腹腔镜下输尿管成形术,,必选
56.89006,腹腔镜下肠管代输尿管术,,必选
56.89007,腹腔镜下膀胱瓣代输尿管术,,必选
56.89008,膀胱瓣代输尿管术,,必选
56.91001,输尿管口扩张术,,必选
56.91002,膀胱镜下输尿管口扩张术,,必选
56.92001,电子输尿管刺激器置入术,治疗性操作,必选
56.93001,电子输尿管刺激器置换术,治疗性操作,必选
56.94001,电子输尿管刺激器去除术,治疗性操作,必选
56.95001,输尿管结扎术,,必选
57.0 002,经尿道膀胱镜膀胱碎石钳碎石术,,必选
57.0 003,经尿道膀胱镜膀胱异物取出术,,必选
57.0 005,经尿道膀胱镜膀胱取石术,,必选
57.0 006,经尿道膀胱镜膀胱血块清除术,,必选
57.0 007,经尿道膀胱镜膀胱激光碎石术,,必选
57.0 008,经尿道膀胱镜膀胱超声碎石取石术,,必选
57.0 009,经尿道膀胱镜膀胱气压弹道碎石取石术,,必选
57.0 010,经尿道膀胱镜膀胱超声碎石术,,必选
57.0 011,经尿道膀胱镜膀胱气压弹道碎石术,,必选
57.0 012,经尿道膀胱镜膀胱激光碎石取石术,,必选
57.0 013,经尿道膀胱镜膀胱碎石钳碎石取石术,,必选
57.11001,膀胱穿刺抽吸,治疗性操作,必选
57.12001,膀胱切开腔内粘连松解术,,必选
57.17001,超声引导下耻骨上膀胱造口导尿管插入术,治疗性操作,必选
57.17002,经皮耻骨上膀胱造口导尿管插入术,治疗性操作,必选
57.18001,耻骨上膀胱造口导尿管插入术,治疗性操作,必选
57.19001,膀胱切开取石术,,必选
57.19002,膀胱切开血块清除术,,必选
57.19003,膀胱切开异物取出术,,必选
57.19004,膀胱切开探查术,,必选
57.21001,膀胱造口术,,必选
57.31001,经人工造口膀胱镜检查,诊断性操作,必选
57.32001,膀胱镜检查,诊断性操作,必选
57.33001,经尿道膀胱活检,诊断性操作,必选
57.34002,直视下膀胱活检术,,必选
57.41002,经尿道膀胱腔内粘连松解术,,必选
57.49001,经尿道膀胱病损电切术,,必选
57.49002,膀胱镜下膀胱病损切除术,,必选
57.51001,脐尿管病损切除术,,必选
57.51003,腹腔镜下脐尿管病损切除术,,必选
57.59001,膀胱病损激光切除术,,必选
57.59002,膀胱病损切除术,,必选
57.59003,膀胱颈切除术,,必选
57.59004,膀胱憩室切除术,,必选
57.6 001,膀胱部分切除术,,必选
57.6 002,膀胱三角区切除术,,必选
57.6 003,膀胱袖状切除术,,必选
57.6 004,腹腔镜下膀胱部分切除术,,必选
57.71001,膀胱广泛性切除术,,必选
57.71002,膀胱尿道全切除术,,必选
57.71003,腹腔镜下膀胱广泛性切除术,,必选
57.79001,膀胱全切除术,,必选
57.79002,腹腔镜下膀胱全切除术,,必选
57.81001,膀胱裂伤缝合术,,必选
57.82001,膀胱造口闭合术,,必选
57.83001,膀胱-乙状结肠瘘修补术,,必选
57.83002,膀胱-回肠瘘修补术,,必选
57.83003,直肠-膀胱-阴道瘘切除术,,必选
57.84001,膀胱瘘闭合术,,必选
57.84002,膀胱-阴道瘘修补术,,必选
57.84003,膀胱-子宫瘘修补术,,必选
57.84004,腹腔镜下膀胱-阴道瘘修补术,,必选
57.84005,经阴道膀胱-阴道瘘修补术,,必选
57.85001,膀胱颈成形术,,必选
57.85002,膀胱颈重建术,,必选
57.86001,膀胱外翻修补术,,必选
57.87001,回肠膀胱术,,必选
57.87002,乙状结肠膀胱术,,必选
57.87003,直肠膀胱术,,必选
57.87004,肠膀胱扩大术,,必选
57.87005,腹腔镜下回肠代膀胱术,,必选
57.87006,腹腔镜下可控性肠代膀胱术,,必选
57.87007,腹腔镜下胃代膀胱术,,必选
57.87008,腹腔镜下直肠代膀胱术,,必选
57.87009,胃代膀胱术,,必选
57.88001,膀胱-结肠吻合术,,必选
57.89001,膀胱修补术,,必选
57.89002,膀胱悬吊术,,必选
57.89003,腹腔镜下膀胱颈悬吊术,,必选
57.89004,膀胱颈悬吊术,,必选
57.91001,经尿道膀胱颈电切术,,必选
57.91002,经尿道膀胱颈切断术,,必选
57.92003,经尿道膀胱颈扩张术,,必选
57.93001,膀胱术后出血止血术,,必选
57.94001,插入导尿管,治疗性操作,必选
57.95001,置换导尿管,治疗性操作,必选
57.96001,电子膀胱刺激器置入术,治疗性操作,必选
57.99001,膀胱封闭术,治疗性操作,必选
58.0 001,尿道-会阴造口术,,必选
58.0 002,尿道切开取石术,,必选
58.0 003,尿道切开探查术,,必选
58.0 008,尿道切开异物取出术,,必选
58.1 002,尿道外口切开术,,必选
58.21001,经会阴尿道镜检查,诊断性操作,必选
58.22001,尿道镜检查,诊断性操作,必选
58.23001,尿道活检,诊断性操作,必选
58.24001,尿道周围组织活检,诊断性操作,必选
58.31001,尿道镜下尿道病损电切术,,必选
58.31002,尿道镜下尿道狭窄电切术,,必选
58.39002,尿道瓣膜切除术,,必选
58.39003,尿道病损切除术,,必选
58.39004,尿道部分切除术,,必选
58.39005,尿道口病损切除术,,必选
58.39006,尿道切除术,,必选
58.39008,尿道狭窄切除术,,必选
58.41001,尿道裂伤缝合术,,必选
58.42001,尿道造口闭合术,,必选
58.43001,尿道瘘修补术,,必选
58.43002,尿道-阴道瘘修补术,,必选
58.43003,尿道-直肠瘘修补术,,必选
58.43005,腹腔镜下尿道瘘修补术,,必选
58.44001,尿道吻合术,,必选
58.44002,尿道再吻合术,,必选
58.45001,尿道上裂修补术,,必选
58.45002,尿道下裂修补术,,必选
58.46001,尿道建造术,,必选
58.47001,尿道口成形术,,必选
58.47002,尿道口紧缩术,,必选
58.49001,尿道成形术,,必选
58.49002,尿道会师术,,必选
58.49003,尿道修补术,,必选
58.49004,尿道折叠术,,必选
58.49005,会阴阴囊皮瓣尿道成形术,,必选
58.5 001,尿道内口切开术,,必选
58.5 002,经尿道尿道切开术,,必选
58.5 004,尿道狭窄松解术,,必选
58.6 001,尿道-膀胱连接处扩张术,,必选
58.6 002,尿道扩张术,,必选
58.6 003,经内窥镜尿道结石取出术,,必选
58.91001,尿道旁脓肿切开引流术,,必选
58.92001,尿道旁病损切除术,,必选
58.92002,尿道旁腺病损切除术,,必选
58.93001,尿道金属支架置入术,,必选
58.93002,前列腺-尿道记忆金属支架置入术,,必选
58.93003,人工尿道括约肌置入术,,必选
58.99001,可膨胀的尿道括约肌去除术,,必选
59.00001,腹膜后清扫术,,必选
59.02002,输尿管松解术,,必选
59.02003,输尿管周围粘连松解术,,必选
59.02004,肾周围粘连松解术,,必选
59.02005,腹腔镜下肾周围淋巴管剥脱术,,必选
59.02006,腹腔镜下肾周围粘连松解术,,必选
59.02007,肾周围淋巴管剥脱术,,必选
59.03001,腹腔镜下输尿管狭窄松解术,,必选
59.09003,肾周脓肿切开引流术,,必选
59.09004,肾周区域探查术,,必选
59.09005,肾周血肿清除术,,必选
59.11001,膀胱周围粘连松解术,,必选
59.19001,膀胱周围组织探查术,,必选
59.19002,耻骨后探查术,,必选
59.21001,膀胱周围活检术,,必选
59.21002,肾周活检术,,必选
59.3 001,尿道-膀胱连接处折叠术,,必选
59.4 001,奥克斯福德尿失禁手术[Oxford手术],,必选
59.4 002,耻骨上悬吊尿道膀胱固定术,,必选
59.4 003,戈-弗-斯手术[Goeble-Frangenheim-Stoeckel手术],,必选
59.4 004,经阴道闭孔无张力尿道中段悬吊术[TVT-O手术],,必选
59.4 005,经阴道尿道中段湿必克悬吊术[Sparc手术],,必选
59.4 006,斯塔米膀胱悬吊术,,必选
59.5 001,耻骨后尿道悬吊术,,必选
59.5 002,经阴道无张力尿道悬吊术[TVT手术],,必选
59.6 001,尿道旁悬吊术,,必选
59.71001,膀胱尿道提肌悬吊固定术,,必选
59.79001,尿失禁修补术,,必选
59.8 001,膀胱镜下输尿管扩张术,,必选
59.8 002,输尿管膀胱口扩张术,,必选
59.8 004,经尿道膀胱镜输尿管导管插入术,治疗性操作,必选
59.8 005,经尿道膀胱镜输尿管镜输尿管扩张术,治疗性操作,必选
59.8 006,经尿道膀胱镜输尿管扩张术,治疗性操作,必选
59.8 008,经尿道膀胱镜输尿管支架置入术,治疗性操作,必选
59.8 010,肾导管引流术,,必选
59.8 011,经皮肾镜输尿管支架置入术,,必选
59.91001,肾周病损切除术,,必选
59.93001,输尿管造口导管置换,治疗性操作,必选
59.94001,膀胱造口导管置换,治疗性操作,必选
59.95001,泌尿系超声碎石术,治疗性操作,必选
59.95002,肾超声碎石术,治疗性操作,必选
59.99001,输尿管支架置换术,治疗性操作,必选
59.99002,输尿管支架取出术,治疗性操作,必选
60.0 001,经尿道前列腺切开术[TUI-P],,必选
60.0 002,前列腺被膜切开术[TUR-IP],,必选
60.0 003,前列腺脓肿引流术,,必选
60.0 005,前列腺结石切除术,,必选
60.11001,前列腺针刺活检,诊断性操作,必选
60.11002,超声引导下前列腺穿刺,诊断性操作,必选
60.12001,直视下前列腺活检术,,必选
60.13001,精囊针吸活检,诊断性操作,必选
60.14001,直视下精囊活检术,,必选
60.15001,前列腺周围活检,诊断性操作,必选
60.19001,经尿道精囊镜探查术,诊断性操作,必选
60.21001,经尿道前列腺激光切除术[TULIP手术],,必选
60.29001,经尿道前列腺气化电切术[TEVAP手术],,必选
60.29002,经尿道前列腺切除术[TURP手术],,必选
60.29003,经尿道前列腺绿激光汽化术(PVP),,必选
60.3 001,耻骨上经膀胱前列腺切除术,,必选
60.4 001,耻骨后前列腺切除术,,必选
60.4 002,耻骨后膀胱前前列腺切除术,,必选
60.5 001,腹腔镜下前列腺根治性切除术,,必选
60.5 002,前列腺根治性切除术,,必选
60.61001,前列腺病损切除术,,必选
60.61002,前列腺部分切除术,,必选
60.61003,腹腔镜下前列腺病损切除术,,必选
60.62001,经会阴前列腺冷冻治疗术,,必选
60.62002,经会阴前列腺切除术,,必选
60.69001,前列腺切除术,,必选
60.69002,腹腔镜下前列腺切除术,,必选
60.71001,经皮精囊抽吸,治疗性操作,必选
60.72001,精囊切开术,,必选
60.72002,经尿道精囊镜精囊碎石取石术,,必选
60.73001,副中肾管[苗勒管]囊肿切除术,,必选
60.73002,精囊切除术,,必选
60.79001,精囊囊肿切除术,,必选
60.81001,前列腺周围脓肿引流术,,必选
60.82001,前列腺周围组织病损切除术,,必选
60.91001,经皮前列腺抽吸,治疗性操作,必选
60.92001,前列腺注射链接测试,治疗性操作,必选
60.93001,前列腺修补术,,必选
60.94001,前列腺术后止血术,,必选
60.95001,经尿道前列腺气囊扩张术,,必选
60.96001,前列腺微波治疗,治疗性操作,必选
60.97001,经尿道前列腺射频消融术,治疗性操作,必选
61.0 001,睾丸鞘膜切开引流术,,必选
61.0 002,阴囊切开引流术,,必选
61.0 003,阴囊切开探查术,,必选
61.0 004,阴囊异物取出术,,必选
61.11001,阴囊活检,诊断性操作,必选
61.2 002,睾丸鞘膜积液切除术,,必选
61.2 003,鞘膜部分切除术,,必选
61.2 004,鞘膜切除术,,必选
61.3 001,阴囊病损切除术,,必选
61.3 002,阴囊部分切除术,,必选
61.3 004,阴囊象皮病复位术,,必选
61.3 005,阴囊皮肤和皮下坏死组织切除清创术,,必选
61.3 006,阴囊皮肤和皮下组织非切除性清创,治疗性操作,必选
61.41001,阴囊裂伤缝合术,,必选
61.42001,阴囊输精管瘘切除术,,必选
61.49001,鞘膜翻转术,,必选
