北京临床版编码v8.0,北京临床版名称v8.0,医保版编码v2.0,医保版名称v2.0,备注
51.12002,经皮胆囊活检,51.1201,经皮胆囊活组织检查,
51.12003,经皮胆管活检,51.1202,经皮胆管活组织检查,
51.13001,直视下胆囊活检术,51.1301,开放性胆囊活组织检查,
51.13002,直视下胆管活检术,51.1302,开放性胆管活组织检查,
51.14001,内镜下胆管活检,51.1401,内镜下胆管活组织检查,
51.14002,内镜下奥狄括约肌活检,51.1403,内镜下奥狄氏扩约肌活组织检查,
51.14003,内镜下胆囊活检,51.1402,内镜下胆囊活组织检查,
51.14004,内镜下壶腹活检,51.1404,内镜下壶腹活组织检查,
51.14005,超声内镜下胆囊活检,51.1402,内镜下胆囊活组织检查,
51.15001,奥狄括约肌测压,51.1500,奥狄氏括约肌的压力测量,
51.21002,胆囊部分切除术,51.2100,部分胆囊切除术,
51.21003,胆囊病损切除术,51.2101,胆囊病损切除术,
51.22004,胆囊扩大切除术,51.2200x004,胆囊扩大切除术,
51.22005,胆囊切除术,51.2200,胆囊切除术,
51.22006,残余胆囊切除术,51.2201,残余胆囊切除术,
51.23001,腹腔镜下胆囊切除术,51.2300,腹腔镜下胆囊切除术,
51.23002,腹腔镜下残余胆囊切除术,51.2301,腹腔镜下残余胆囊切除术,
51.24002,腹腔镜下胆囊部分切除术,51.2400,腹腔镜下部分胆囊切除术,
51.24003,腹腔镜下胆囊病损切除术,51.2401,腹腔镜下胆囊病损切除术,
51.31001,胆囊-肝管吻合术,51.3100,胆囊肝管吻合术,
51.31002,腹腔镜下胆囊-肝管吻合术,51.3100x001,腹腔镜下胆囊肝管吻合术,
51.32002,胆囊-空肠吻合术,51.3201,胆囊空肠吻合术,
51.32003,胆囊-十二指肠吻合术,51.3202,胆囊十二指肠吻合术,
51.32004,胆囊-结肠吻合术,51.3200x001,胆囊-结肠吻合术,
51.32005,腹腔镜下胆囊-空肠吻合术,51.3203,腹腔镜下胆囊空肠吻合术,
51.32006,腹腔镜下胆囊-十二指肠吻合术,51.3204,腹腔镜下胆囊十二指肠吻合术,
51.33001,胆囊-胰腺吻合术,51.3300,胆囊胰腺吻合术,
51.33002,腹腔镜下胆胰转流术,51.3301,腹腔镜下胆胰转流术,
51.34001,胆囊-胃吻合术,51.3400,胆囊胃吻合术,
51.36001,胆总管-空肠吻合术,51.3601,胆总管空肠吻合术,
51.36002,胆总管-十二指肠吻合术,51.3602,胆总管十二指肠吻合术,
51.37001,腹腔镜下肝门-空肠吻合术,51.3700x001,腹腔镜下肝门-空肠吻合术,
51.37002,腹腔镜下肝门-肠吻合术,51.3700x002,腹腔镜下肝门-肠吻合术,
51.37003,肝胆管-空肠吻合术,51.3700x003,肝胆管-空肠吻合术,
51.37004,肝管-空肠吻合术,51.3704,肝管空肠吻合术,
51.37005,肝管-十二指肠吻合术,51.3703,肝管十二指肠吻合术,
51.37006,肝管-胃吻合术,51.3702,肝管胃吻合术,
51.37007,肝门-空肠吻合术,51.3700x007,肝门-空肠吻合术,
51.37009,肝总管-空肠吻合术,51.3701,肝总管空肠吻合术,
51.39001,胆管-肝管-空肠吻合术,51.3904,胆管肝管空肠吻合术,
51.39002,胆管-空肠吻合术,51.3901,胆管空肠吻合术,
51.39003,胆管-十二指肠吻合术,51.3902,胆管十二指肠吻合术,
51.39004,胆管-胃吻合术,51.3906,胆管胃吻合术,
51.39005,胆管吻合术,51.3900x005,胆管吻合术,
51.39006,胆总管-胃-空肠吻合术,51.3903,胆总管胃空肠吻合术,
51.39007,胆总管-胃吻合术,51.3905,胆总管胃吻合术,
51.39008,胆管-胰吻合术,51.3900x008,胆管-胰吻合术,
51.39009,腹腔镜下胆管-空肠吻合术,51.3907,腹腔镜下胆管空肠吻合术,
51.41001,胆总管切开取石术,51.4100x001,胆总管切开取石术,
51.42001,胆总管切开异物取出术,51.4201,胆总管切开异物取出术,
51.42002,胆总管切开减压术,51.4202,胆总管切开减压术,
51.43004,胆管支架置入术,51.4304,胆管支架置入术,
51.43008,肝管支架置入术,51.4302,肝管支架置入术,
51.43009,肝胆总管吻合术,51.4301,肝胆总管吻合术,
51.49001,胆-肠吻合口切开取石术,51.4902,胆肠吻合口切开取石术,
51.49002,胆管切开取石术,51.4900x002,胆管切开取石术,
51.49004,肝管切开取石术,51.4901,肝管切开取石术,
51.49005,肝总管切开取石术,51.4904,肝总管切开取石术,
51.51005,胆总管切开引流术,51.5101,胆总管切开引流术,
51.51006,胆总管探查术,51.5100,胆总管探查术,
51.51007,胆总管切开支架取出术,51.5102,胆总管切开支架取出术,
51.51008,胆总管切开T管引流术,51.5101,胆总管切开引流术,
51.59001,超声引导下胆管穿刺引流术,51.5900x001,超声引导下胆管穿刺引流术,
51.59002,胆道切开探查术,51.5903,胆管切开探查术,
51.59005,胆管引流术,51.5900x005,胆管引流术,
51.59006,腹腔镜下胆道探查术,51.5900x006,腹腔镜下胆道探查术,
51.59007,肝管切开引流术,51.5901,肝管切开引流术,
51.59008,肝内胆管引流术,51.5900x008,肝内胆管引流术,
51.59009,内镜下胆道异物去除术,51.5900x009,内镜下胆道异物去除术,
51.59010,肝管切开探查术,51.5902,肝管切开探查术,
51.59011,肝总管切开探查术,51.5904,肝总管切开探查术,
51.61001,残余胆囊管切除术,51.6100x001,残余胆囊管切除术,
51.61002,腹腔镜下胆囊管残端切除术,51.6101,胆囊管残端切除术，经腹腔镜,
51.62002,法特壶腹切除术,51.6200x002,法特壶腹切除术,
51.62003,法特氏壶腹病损切除术,51.6201,法特氏壶腹病损切除术,
51.63001,胆总管病损切除术,51.6301,胆总管病损切除术,
51.63003,胆总管切除术,51.6303,胆总管切除术,
51.63004,腹腔镜下胆总管病损切除术,51.6300x001,腹腔镜下胆总管病损切除术,
51.63005,胆总管部分切除术,51.6302,胆总管部分切除术,
51.64002,内镜下胆总管病损切除术,51.6400x002,内镜下胆总管病损切除术,
51.64003,内镜下胆管病损切除术,51.6400x002,内镜下胆总管病损切除术,
51.69003,胆管病损切除术,51.6901,胆管病损切除术,
51.69007,肝胆管病损切除术,51.6900x007,肝胆管病损切除术,
51.69008,肝胆管切除术,51.6900x008,肝胆管切除术,
51.69010,肝管病损切除术,51.6904,肝管病损切除术,
51.69011,肝管切除术,51.6903,肝管切除术,
51.69012,肝总管切除术,51.6900x012,肝总管切除术,
51.69013,腹腔镜下胆管病损切除术,51.6900x013,腹腔镜下胆管病损切除术,
51.69014,胆管部分切除术,51.6902,胆管部分切除术,
51.69015,肝总管部分切除术,51.6905,肝总管部分切除术,
51.71001,胆总管裂伤缝合术,51.7101,胆总管裂伤缝合术,
51.72001,胆总管修补术,51.7200x001,胆总管修补术,
51.72003,胆总管瘘修补术,51.7201,胆总管瘘修补术,
51.72004,胆总管-肠吻合口拆除术,51.7202,胆总管-肠吻合口拆除术,
51.72005,胆总管球囊扩张术,51.7203,胆总管球囊扩张术,
51.79001,带蒂肠片肝管成形术,51.7903,带蒂肠片肝管成形术,
51.79002,胆管成形术,51.7900x002,胆管成形术,
51.79003,胆管-空肠吻合口闭合术,51.7902,胆管空肠吻合口闭合术,
51.79005,胆管修补术,51.7900x005,胆管修补术,
51.79006,胆总管损伤修补术,51.7900x006,胆总管损伤修补术,
51.79007,肝管成形术,51.7901,肝管成形术,
51.79009,肝总管修补术,51.7906,肝总管修补术,
51.79010,胆管瘘口修补术,51.7904,胆管瘘修补术,
51.79011,腹腔镜下胆管瘘口修补术,51.7909,腹腔镜下胆管瘘口修补术,
51.79012,腹腔镜下胆管修补术,51.7910,腹腔镜下胆管修补术,
51.79013,胆管造口闭合术,51.7905,胆管造口闭合术,
51.79014,肝管扩张术,51.7908,肝管扩张术,
51.79015,空肠代胆道术,51.7900x007,空肠代胆道术,
51.81001,奥狄括约肌扩张术,51.8100,奥狄氏括约肌扩张,
51.81002,法特氏壶腹扩张术,51.8101,法特氏壶腹扩张术,
51.82001,奥狄括约肌切开术,51.8200x001,奥狄括约肌切开术,
51.82002,经十二指肠壶腹括约肌切开术,51.8200x002,经十二指肠壶腹括约肌切开术,
51.82003,胰管括约肌切开取石术,51.8200x003,胰管括约肌切开取石术,
51.83002,十二指肠括约肌成形术,51.8301,十二指肠括约肌成形术,
51.83003,胆总管-十二指肠后壁吻合术,51.8300x003,胆总管-十二指肠后壁吻合术,
51.84001,内镜下奥狄括约肌切开术,51.8400x001,内镜下奥狄括约肌切开术,
51.84002,内镜下肝管气囊扩张术,51.8401,内镜下肝管气囊扩张术,
51.84003,内镜下胆管扩张术,51.8402,内镜下胆管扩张术,
51.84004,内镜下奥狄氏括约肌扩张术,51.8403,内镜下奥狄氏括约肌扩张术,
51.84005,内镜下胆总管球囊扩张术,51.8404,内镜下胆总管球囊扩张术,
51.85002,内镜下十二指肠乳头肌切开取石术,51.8500x002,内镜下十二指肠乳头肌切开取石术,
51.85003,内镜下十二指肠乳头肌切开术,51.8503,内镜下十二指肠乳头肌切开术(EST),
51.85009,内镜下胆管括约肌切开术,51.8502,内镜下胆管括约肌切开术,
51.85010,内镜下胰管括约肌切开术,51.8501,内镜下胰管括约肌切开术,
51.86002,内镜下鼻胆管引流术,51.8600x002,内镜下鼻胆管引流术,
51.87001,内镜下胆道内支架成形术,51.8700x001,内镜下胆道内支架成形术,
51.87003,内镜下胆管支架置入术,51.8700x003,内镜下胆管支架置入术,
51.87004,内镜下胆管置管引流术,51.8700x004,内镜下胆管置管引流术,
51.87005,内镜下肝管支架置入术,51.8702,内镜下肝管支架置入术,
51.87006,内镜下胆总管内置管术,51.8700x005,内窥镜胆总管内置管术,
51.88002,内镜下胆总管切开取石术,51.8802,十二指肠镜下胆总管切开取石术,
51.88003,腹腔镜下胆总管取石术,51.8803,腹腔镜下胆总管切开取石术,
51.88006,腹腔镜下胆道取石术,51.8800x006,腹腔镜下胆道取石术,
51.88007,内镜下胆管取石术,51.8801,胆道镜下胆管取石术,
51.88009,内镜下胆管碎石取石术,51.8800x009,内镜下胆管碎石取石术,
51.91001,胆囊破裂修补术,51.9100,胆囊裂伤的修补术,
51.91002,腹腔镜下胆囊破裂修补术,51.9101,腹腔镜下胆囊破裂修补术,
51.92001,胆囊造口闭合术,51.9200,胆囊造口闭合术,
51.93001,胆囊-空肠瘘切除术,51.9300x001,胆囊-空肠瘘切除术,
51.93002,胆囊瘘修补术,51.9301,胆囊瘘修补术,
51.93003,胆囊-胃瘘修补术,51.9305,胆囊胃瘘修补术,
51.93004,胆囊-十二指肠瘘修补术,51.9303,胆囊十二指肠瘘修补术,
51.93005,胆囊-结肠瘘修补术,51.9304,胆囊结肠瘘修补术,
51.94001,胆道吻合修正术,51.9401,胆管吻合口重建术,
51.95001,直视下胆管假体装置去除术,51.9500,胆管假体装置去除,
51.95002,经皮胆总管支架去除术,51.9501,经皮胆总管支架去除术,
51.96001,经皮胆总管结石取出术,51.9600x001,经皮胆总管结石取出术,
51.96002,经T管胆道镜下胆总管取石术,51.9601,经T管胆道镜下胆总管取石术,
51.98001,超声引导下经皮肝穿刺胆管引流术,51.9800x001,超声引导下经皮肝穿刺胆管引流术,
51.98002,经T管胆道镜检查,51.9809,经T管胆道镜检查,
51.98003,经T管胆道支架置入术,51.9808,经T管胆道支架植入术,
51.98004,经胆道镜胆管扩张术,51.9807,经胆道镜胆管扩张术,
51.98005,经皮胆道镜下取石术,51.9800x005,经皮胆道镜下取石术,
51.98006,经皮胆道扩张术,51.9806,经皮胆管扩张术,
51.98008,经皮胆管球囊扩张术,51.9800x008,经皮胆管球囊扩张术,
51.98009,经皮胆管引流术,51.9800x009,经皮胆管引流术,
51.98010,经皮胆管支架置入术,51.9800x010,经皮胆管支架置入术,
51.98012,经皮肝穿刺胆管引流术,51.9800x012,经皮肝穿刺胆管引流术,
51.98013,经皮肝穿刺肝胆管引流术,51.9800x013,经皮肝穿刺肝胆管引流术,
51.98014,经皮肝穿刺胆道支架置入术,51.9801,经皮肝穿刺胆管支架植入术,
51.98015,经皮肝穿刺胆总管支架置入术,51.9800x015,经皮肝穿刺胆总管支架置入术,
51.98016,经皮胆肠吻合口扩张术,51.9800x016,经皮胆肠吻合口扩张术,
51.98017,经人工造口胆道镜检查术,51.9802,经人工造口胆道镜检查术,
51.98018,经皮肝穿刺肝管支架置入术,51.9805,经皮经肝肝管支架植入术,
51.99001,胆道内假体置换术,51.9901,胆道内假体置换术,
52.01002,胰腺囊肿导管引流术,52.0100,胰囊肿导管引流术,
52.01003,腹腔镜下胰腺囊肿外引流术,52.0102,腹腔镜下胰腺囊肿外引流术,
52.09001,胰腺切开取石术,52.0902,胰腺切开取石术,
52.09002,胰腺切开引流术,52.0903,胰腺切开引流术,
52.09003,胰腺切开探查术,52.0901,胰腺切开探查术,
52.09004,腹腔镜下胰腺切开引流术,52.0904,腹腔镜下胰腺切开引流术,
52.09005,腹腔镜下胰腺探查,52.1302,腹腔镜下胰腺探查,
52.11001,胰腺穿刺活检,52.1100x001,胰腺穿刺活检,
52.11002,超声内镜下胰腺细针穿刺活检(FNA),52.1101,超声内镜下胰腺细针穿刺活组织检查,
52.12001,直视下胰腺活检术,52.1200,开放性胰腺活组织检查,
52.12002,腹腔镜下胰腺活检术,52.1201,胰腺活组织检查，经腹腔镜,
52.13002,胆道镜逆行胰管造影[ERP],52.1303,胆道镜逆行胰管造影[ERP],
52.14002,内镜下胰管活检,52.1400,闭合性[内镜的]胰管活组织检查,
52.19001,超声内镜下胰腺检查,52.1900x001,超声内镜下胰腺检查,
52.21002,超声内镜下胰腺无水酒精注射术,52.2102,超声内镜下胰腺无水酒精注射术,
52.22002,胰腺病损切除术,52.2201,胰腺病损切除术,
52.22003,胰腺病损射频消融术,52.2202,胰腺病损射频消融术,
52.22004,胰腺病损硬化剂注射术,52.2200x001,胰腺病损硬化剂注射术,
52.22005,腹腔镜下胰腺病损切除术,52.2101,腹腔镜下胰腺病损切除术,
52.3001,胰腺囊肿造袋术,52.3x00,胰囊肿袋形缝合术[造袋术],
52.4002,胰腺囊肿-空肠吻合术,52.4x03,胰腺囊肿空肠吻合术,
52.4004,胰腺囊肿引流术,52.4x00x004,胰腺囊肿引流术,
52.4005,胰腺囊肿-胃吻合术,52.4x02,胰腺囊肿胃吻合术,
52.4007,超声内镜下胰腺囊肿-胃吻合术,52.4x00x007,超声内镜下胰腺囊肿-胃吻合术,
52.4008,超声内镜下胰腺囊肿-十二指肠吻合术,52.4x00x008,超声内镜下胰腺囊肿-十二指肠吻合术,
52.4009,超声内镜下胰腺囊肿-胃吻合伴清创术,52.4x00x009,超声内镜下胰腺囊肿-胃吻合伴清创术,
52.4010,超声内镜下胰腺脓肿-十二指肠吻合伴清创术,52.4x00x010,超声内镜下胰腺脓肿-十二指肠吻合伴清创术,
52.4011,超声内镜下胰腺囊肿穿刺引流术,52.4x00x011,超声内镜下胰腺囊肿穿刺引流术,
52.4012,CT引导下胰腺囊肿穿刺引流术,52.4x00x012,CT引导下胰腺囊肿穿刺引流术,
52.4013,胰腺囊肿-十二指肠吻合术,52.4x01,胰腺囊肿十二指肠吻合术,
52.4014,腹腔镜下胰腺囊肿-胃肠吻合术,52.4x04,腹腔镜下胰腺囊肿胃肠吻合术,
52.4015,腹腔镜下胰腺囊肿-十二指肠吻合术,52.4x05,腹腔镜下胰腺囊肿十二指肠吻合术,
52.4016,腹腔镜下胰腺囊肿-空肠吻合术,52.4x06,腹腔镜下胰腺囊肿空肠吻合术,
52.4017,腹腔镜下胰腺囊肿内引流术,52.4x07,腹腔镜下胰腺囊肿内引流术,
52.51001,胰近端切除伴十二指肠切除术,52.5100x001,胰近端切除伴十二指肠切除术,
52.51002,胰头伴部分胰体切除术,52.5102,胰头伴部分胰体切除术,
52.51003,胰头伴十二指肠切除术,52.5103,胰头十二指肠切除术,
52.51004,胰头部分切除术,52.5104,胰头部分切除术,
52.51005,胰头切除术,52.5101,胰头切除术,
52.52001,腹腔镜下胰尾伴部分胰体切除术,52.5205,腹腔镜下胰尾伴部分胰体切除术,
52.52004,胰尾伴部分胰体切除术,52.5202,胰尾伴部分胰体切除术,
52.52005,胰尾部分切除术,52.5203,胰尾部分切除术,
52.52006,胰尾切除术,52.5201,胰尾切除术,
52.52007,腹腔镜下胰尾切除术,52.5204,腹腔镜下胰尾切除术,
52.52008,腹腔镜下胰体胰尾病损切除术,52.5206,腹腔镜下胰体胰尾病损切除术,
52.53001,胰腺次全切除术,52.5300,根治性胰腺次全切除术,
52.53002,腹腔镜下胰腺次全切除术,52.5301,腹腔镜根治性胰体尾切除术,
52.59001,胰腺部分切除术,52.5901,胰腺部分切除术,
52.59002,腹腔镜下胰腺部分切除术,52.5905,腹腔镜胰腺部分切除术,
52.6001,胰腺-十二指肠切除术,52.6x01,胰腺全部切除伴十二指肠切除术,
52.6002,胰腺全部切除术,52.6x00,全胰切除术,
52.6003,异位胰腺切除术,52.6x00x003,异位胰腺切除术,
52.6004,腹腔镜下全胰切除术,52.6x02,腹腔镜下全胰切除术,
52.6005,腹腔镜下胰十二指肠切除术,52.6x03,腹腔镜下胰十二指肠切除术,
52.7002,根治性胰十二指肠切除术[Whipple手术],52.7x00,根治性胰十二指肠切除术,
52.7003,胰腺根治性切除术,52.7x00x003,胰腺根治性切除术,
52.7004,保留幽门的胰十二指肠切除术[PPPD手术],52.7x00x004,保留幽门的胰十二指肠切除术[PPPD手术],
52.7005,腹腔镜下胰十二指肠根治术[Whipple手术],52.7x01,腹腔镜下胰十二指肠根治术,
52.81001,胰腺组织再植入术,52.8100,胰腺组织再植入,
52.82001,胰腺同种移植术,52.8200,胰腺同种移植,
52.83001,胰腺异体移植术,52.8300,胰腺异种移植,
52.84001,朗格汉胰岛细胞自体移植术,52.8400,朗格汉斯胰岛细胞自体移植,
52.85001,朗格汉胰岛细胞(同种)异体移植术,52.8500,朗格汉斯胰岛细胞异体移植,
52.92001,胰管支架置入术,52.9201,胰管支架置入术,
52.92002,经皮穿刺胰腺置管引流术,52.9200x001,经皮穿刺胰腺置管引流术,
52.93001,内镜下胰管支架置入术,52.9300,内镜下胰管支架(管)置入,
52.93002,内镜下胰管置管引流术,52.9300x002,内镜下胰管置管引流术,
52.93003,腹腔镜下经十二指肠切开胰管开口整形支架引流术,52.9301,腹腔镜下经十二指肠切开胰管开口整形支架引流术,
52.94001,内镜下胰管取石术,52.9400,内镜下胰管结石去除术,
52.94002,内镜下胰管碎石取石术,52.9400x002,内镜下胰管碎石取石术,
52.95001,胰瘘管切除术,52.9500x001,胰瘘管切除术,
52.95002,胰尾修补术,52.9500x002,胰尾修补术,
52.95005,胰腺破裂修补术,52.9501,胰腺裂伤缝合术,
52.95006,胰腺修补术,52.9504,胰腺修补术,
52.96001,胰管-空肠吻合术,52.9601,胰腺管空肠吻合术,
52.96004,胰管-胃吻合术,52.9602,胰腺管胃吻合术,
52.96005,胰管-回肠吻合术,52.9603,胰腺管回肠吻合术,
52.96006,胰管-十二指肠吻合术,52.9604,胰腺管十二指肠吻合术,
52.96007,腹腔镜下胰管-胃吻合术,52.9605,腹腔镜下胰胃吻合术,
52.97001,内镜下鼻胰引流管置入,52.9700,内镜下鼻胰引流管置入,
52.98001,内镜下胰管球囊扩张术[EOBD],52.9800x001,内镜下胰管球囊扩张术[EOBD],
52.99001,胰管扩张术,52.9901,胰管扩张术,
53.00004,单侧腹股沟疝修补术,53.0001,单侧腹股沟疝修补术,
53.00011,腹腔镜下单侧腹股沟疝修补术,53.0002,腹腔镜下单侧腹股沟疝修补术,
53.01001,单侧腹股沟直疝修补术,53.0101,单侧腹股沟直疝修补术,
53.01002,单侧腹股沟直疝疝囊高位结扎术,53.0100x001,单侧腹股沟直疝疝囊高位结扎术,
53.01003,单侧腹股沟直疝斜疝修补术,53.0102,单侧腹股沟直疝斜疝修补术,
53.02001,单侧腹股沟斜疝修补术,53.0201,单侧腹股沟斜疝修补术,
53.02005,单侧腹股沟斜疝疝囊高位结扎术,53.0202,单侧腹股沟斜疝疝囊高位结扎术,
53.02010,腹腔镜下单侧腹股沟斜疝修补术,53.0203,腹腔镜下单侧腹股沟斜疝修补术,
53.02011,腹腔镜下单侧腹股沟斜疝疝囊高位结扎术,53.0204,腹腔镜下单侧腹股沟斜疝疝囊高位结扎术,
53.03003,单侧腹股沟直疝无张力修补术,53.0302,单侧腹股沟直疝无张力修补术,
53.03004,单侧腹股沟直疝斜疝无张力修补术,53.0301,单侧腹股沟直疝斜疝无张力修补术,
53.04003,单侧腹股沟斜疝无张力修补术,53.0401,单侧腹股沟斜疝无张力修补术,
53.05002,单侧腹股沟疝无张力修补术,53.0501,单侧腹股沟疝无张力修补术,
53.10001,双侧腹股沟疝修补术,53.1000,双侧腹股沟疝修补术,
53.11002,双侧腹股沟直疝修补术,53.1101,双侧腹股沟直疝修补术,
53.12001,腹腔镜下双侧腹股沟斜疝修补术,53.1203,腹腔镜下双侧腹股沟斜疝修补术,
53.12003,双侧腹股沟斜疝修补术,53.1201,双侧腹股沟斜疝修补术,
53.12004,双侧腹股沟斜疝疝囊高位结扎术,53.1202,双侧腹股沟斜疝疝囊高位结扎术,
53.12005,腹腔镜下双侧腹股沟斜疝疝囊高位结扎术,53.1200x001,腹腔镜下双侧腹股沟斜疝疝囊高位结扎术,
53.13001,双侧腹股沟直疝-斜疝修补术,53.1301,腹股沟疝修补术，一侧直疝一侧斜疝,
53.14001,双侧腹股沟直疝无张力修补术,53.1401,双侧腹股沟直疝无张力修补术,
53.15002,双侧腹股沟斜疝无张力修补术,53.1501,双侧腹股沟斜疝无张力修补,
53.16001,"双侧腹股沟疝无张力修补术,一侧直疝一侧斜疝",53.1601,腹股沟疝无张力修补术，一侧直疝，一侧斜疝,
53.17001,双侧腹股沟疝无张力修补术,53.1701,双侧腹股沟疝无张力修补术,
53.21001,单侧股疝无张力修补术,53.2101,单侧股疝无张力修补术,
53.21002,腹腔镜下单侧股疝无张力修补术,53.2100x001,腹腔镜下单侧股疝无张力修补术,
53.29002,单侧股疝修补术,53.2901,单侧股疝修补术,
53.29003,腹腔镜下单侧股疝修补术,53.2900x001,腹腔镜下单侧股疝修补术,
53.31001,双侧股疝无张力修补术,53.3101,双侧股疝无张力修补术,
53.31002,腹腔镜下双侧股疝无张力修补术,53.3100x001,腹腔镜下双侧股疝无张力修补术,
53.39001,双侧股疝修补术,53.3901,双侧股疝修补术,
53.41004,脐疝无张力修补术,53.4101,脐疝无张力修补术,
53.41005,脐膨出补片修补术,54.7200x003,脐膨出补片修补术,
53.42001,腹腔镜下脐疝无张力修补术,53.4201,腹腔镜下脐疝无张力修补术,
53.43001,腹腔镜下脐疝修补术,53.4301,腹腔镜下脐疝修补术,
53.49004,脐疝修补术,53.4901,脐疝修补术,
53.49005,脐膨出修补术,54.7200x002,脐膨出修补术,
53.49006,脐膨出腹壁牵引悬吊术,54.7200x004,脐膨出腹壁牵引悬吊术,
53.51001,腹壁切口疝修补术,53.5100,切口疝修补术,
53.51002,腹腔镜下腹壁切口疝修补术,53.5101,腹腔镜下切口疝修补术,
53.59001,腹壁白线疝修补术,53.5900x001,腹壁白线疝修补术,
53.59002,腹壁疝修补术,53.5901,腹壁疝修补术,
53.59003,腹腔镜下腹壁疝修补术,53.5902,腹腔镜下腹壁疝修补术,
53.61002,腹壁切口疝无张力修补术,53.6101,腹壁切口疝无张力修补术,
53.62001,腹腔镜下腹壁切口疝无张力修补术,53.6200,腹腔镜下移植物或假体的前腹壁切口疝修补术,
53.63002,腹腔镜下腹壁疝无张力修补术,53.6302,腹腔镜下腹壁疝无张力修补术,
53.69001,单侧腹疝无张力修补术,53.6901,腹壁疝无张力修补术,
53.69002,腹白线疝无张力修补术,53.6900x002,腹白线疝无张力修补术,
53.69003,腹壁疝无张力修补术,53.6901,腹壁疝无张力修补术,
53.71001,腹腔镜下膈疝修补术,53.7100,腹腔镜腹入路横隔疝修补术,
53.71002,腹腔镜下食管裂孔疝修补术,53.7101,腹腔镜经腹食管裂孔疝修补术,
53.71003,腹腔镜下食管裂孔疝无张力修补术,53.7100x001,腹腔镜下食管裂孔疝补片修补术,
53.72001,经腹膈疝修补术,53.7201,经腹膈疝修补术,
53.72002,经腹食管裂孔疝修补术,53.7202,经腹食管裂孔疝修补术,
53.72003,经腹膈疝无张力修补术,53.7200x001,经腹膈疝补片修补术,
53.80001,经胸膈疝修补术,53.8000x001,经胸膈疝修补术,
53.80002,经胸食管裂孔疝修补术,53.8001,经胸食管裂孔疝修补术,
53.80003,经胸腹膈疝修补术,53.8000x001,经胸膈疝修补术,
53.81001,膈肌折叠术,53.8100x001,膈肌折叠术,
53.81002,经胸膈肌折叠术,53.8101,经胸膈肌折叠术,
53.81003,经腹膈肌折叠术,53.8102,经腹膈肌折叠术,
53.81004,胸腔镜下膈肌折叠术,53.8103,胸腔镜膈肌折叠术,
53.82001,胸骨旁疝修补术,53.8200,胸骨旁疝修补术,
53.83001,胸腔镜下膈疝修补术,53.8300x001,胸腔镜下膈疝修补术,
53.83002,胸腔镜下食管裂孔疝修补术,53.8301,胸腔镜下食管裂孔疝修补术,
53.9001,闭孔疝修补术,53.9x03,闭孔疝修补术,
53.9003,腹膜后疝修补术,53.9x05,腹膜后疝修补术,
53.9009,网膜疝修补术,53.9x06,网膜疝修补术,
53.9012,腰疝修补术,53.9x02,腰疝修补术,
53.9015,造口旁疝修补术,53.9x00x015,造口旁疝修补术,
53.9016,会阴疝无张力修补术,53.9x00x016,会阴疝无张力修补术,
53.9017,腹腔镜下闭孔疝修补术,53.9x00x020,腹腔镜下闭孔疝修补术,
53.9018,腹腔镜下闭孔疝无张力修补术,53.9x00x021,腹腔镜下闭孔疝无张力修补术,
53.9019,腹腔镜下腰疝无张力修补术,53.9x00x022,腹腔镜下腰疝无张力修补术,
53.9020,肠系膜裂孔疝修补术,53.9x00x023,肠系膜裂孔疝修补术,
53.9021,坐骨孔疝修补术,53.9x01,坐骨孔疝修补术,
54.0001,骶部脓肿切开引流术,54.0x00x001,骶部脓肿切开引流术,
54.0002,腹壁窦道切开引流术,54.0x00x002,腹壁窦道切开引流术,
54.0004,腹壁脓肿切开引流术,54.0x00x004,腹壁脓肿切开引流术,
54.0006,腹膜外脓肿切开引流术,54.0x00x006,腹膜外脓肿切开引流术,
54.0008,腹壁切开引流术,54.0x02,腹壁切开引流术,
54.0010,腹壁血肿清除术,54.0x00x010,腹壁血肿清除术,
54.0011,腹壁异物取出术,54.0x03,腹壁异物取出术,
54.0013,腹股沟脓肿切开引流术,54.0x00x013,腹股沟脓肿切开引流术,
54.0016,腹股沟探查术,54.0x01,腹股沟探查术,
54.0018,腹膜后脓肿切开引流术,54.0x00x018,腹膜后脓肿切开引流术,
54.0021,腹膜外血肿清除术,54.0x00x021,腹膜外血肿清除术,
54.0022,脐脓肿切开引流术,54.0x00x022,脐脓肿切开引流术,
54.0023,髂窝积液清除术,54.0x00x023,髂窝积液清除术,
54.0024,髂窝脓肿切开引流术,54.0x00x024,髂窝脓肿切开引流术,
54.0025,髂窝血肿切开引流术,54.0x00x025,髂窝血肿切开引流术,
54.0026,腹股沟切开异物取出术,54.0x00x026,腹股沟切开异物去除术,
54.0027,腹股沟血肿清除术,54.0x00x027,腹股沟血肿清除术,
54.0028,腹膜后切开引流术,54.0x08,腹膜后切开引流术,
54.11001,腹腔镜中转剖腹探查术,54.1101,腹腔镜中转剖腹探查术,
54.11003,剖腹探查术,54.1100,开腹探查术,
54.12002,近期剖宫术后腹腔止血术,54.1202,近期开腹术后腹腔止血术,
54.12007,再剖腹探查术,54.1201,再开腹探查术,
54.19001,腹部血肿去除术,54.1900x001,腹部血肿去除术,
54.19003,腹膜后血肿清除术,54.1901,腹膜后血肿清除术,
54.19004,腹膜血肿清除术,54.1902,腹膜血肿清除术,
