北京临床版6.0手术编码,北京临床版6.0手术名称,2.0手术编码
58.0001,尿道-会阴造口术,58.0x02
58.0008,尿道切开异物取出术,58.0x03
58.1002,尿道外口切开术,58.1x01
58.21001,经会阴尿道镜检查,58.2100
58.22001,尿道镜检查,58.2200x001
58.23001,尿道活组织检查,58.2300
58.24001,尿道周围组织活组织检查,58.2400
58.31001,尿道镜下尿道病损电切术,58.3101
58.31002,尿道镜下尿道狭窄电切术,58.3103
58.39003,尿道病损切除术,58.3901
58.39002,尿道瓣膜切除术,58.3902
58.39006,尿道切除术,58.3903
58.39004,尿道部分切除术,58.3904
58.39008,尿道狭窄切除术,58.3905
58.39005,尿道口病损切除术,58.3906
58.41001,尿道裂伤缝合术,58.4100
58.42001,尿道造口闭合术,58.4200
58.43001,尿道瘘修补术,58.4301
58.43002,尿道-阴道瘘修补术,58.4302
58.43003,尿道-直肠瘘修补术,58.4303
58.43005,腹腔镜下尿道瘘修补术,58.4305
58.44002,尿道再吻合术,58.4400
58.44001,尿道吻合术,58.4401
58.45001,尿道上裂修补术,58.4501
58.45002,尿道下裂修补术,58.4502
58.46002,尿道重建术伴舌粘膜移植,58.4600x007
58.46001,尿道建造术,58.4601
58.47001,尿道口成形术,58.4700
58.47002,尿道口紧缩术,58.4701
58.49003,尿道修补术,58.4900x003
58.49001,尿道成形术,58.4901
58.49004,尿道折叠术,58.4902
58.5004,尿道狭窄松解术,58.5x00
58.5002,经尿道尿道切开术,58.5x00x002
58.5001,尿道内口切开术,58.5x03
58.6002,尿道扩张术,58.6x00
58.6001,尿道-膀胱连接处扩张术,58.6x00x001
58.49002,尿道会师术,58.6x01
58.93002,前列腺-尿道记忆金属支架置入术,58.6x03
58.91001,尿道旁脓肿切开引流术,58.9102
58.92002,尿道旁腺病损切除术,58.9200x002
58.92001,尿道旁病损切除术,58.9201
58.93003,人工尿道括约肌置入术,58.9300
58.93001,尿道金属支架置入术,58.9300x001
58.99001,可膨胀的尿道括约肌去除术,58.9901
59.00001,腹膜后清扫术,59.0000
59.02002,输尿管狭窄松解术,59.0201
59.02003,输尿管周围粘连松解术,59.0202
59.03001,腹腔镜下输尿管狭窄松解术,59.0301
59.09003,肾周脓肿切开引流术,59.0901
59.09004,肾周区域探查术,59.0903
59.11001,膀胱周围粘连松解术,59.1100x001
59.19001,膀胱周围组织探查术,59.1901
59.19002,耻骨后探查术,59.1902
59.21002,肾周活组织检查,59.2101
59.21001,膀胱周围活组织检查,59.2102
59.3001,尿道-膀胱连接处折叠术,59.3x00
59.4002,耻骨上悬吊尿道膀胱固定术,59.4x00
59.4003,戈-弗-斯手术[Goeble-frangenheim-stoeckel手术],59.4x01
59.4001,奥克斯福德尿失禁手术[Oxford手术],59.4x03
59.4005,经阴道尿道中段湿必克悬吊术[SPARC手术],59.4x04
59.4006,斯塔米膀胱悬吊术,59.4x05
59.5001,耻骨后尿道悬吊术,59.5x00
59.5002,经阴道无张力尿道悬吊术[TVT],59.5x01
59.6001,尿道旁悬吊术,59.6x00
59.71001,膀胱尿道提肌悬吊固定术,59.7101
59.79001,尿失禁修补术,59.7902
59.4004,经阴道闭孔无张力尿道中段悬吊术[TVT-O手术],59.7903
59.8004,输尿管导管插入术,59.8x00
59.8001,膀胱镜下输尿管扩张术,59.8x00x001
59.8005,输尿管镜下输尿管扩张术,59.8x00x006
59.8006,输尿管扩张术,59.8x01
59.8010,肾导管引流术,59.8x02
59.8008,输尿管支架置入术,59.8x03
59.8002,输尿管膀胱口扩张术,59.8x05
59.91001,肾周病损切除术,59.9101
59.93001,输尿管造口导管置换,59.9300
59.94001,膀胱造口导管置换,59.9400
59.95001,泌尿系超声碎石术,59.9500
59.95002,肾超声碎石术,59.9502
59.99002,输尿管支架取出术,59.9900x002
59.99001,输尿管支架置换术,59.9901
60.0001,前列腺包膜切开术[TUI-P],60.0x00x001
60.0003,前列腺脓肿引流术,60.0x00x003
60.0005,前列腺结石切除术,60.0x02
60.0002,前列腺被膜切开术[TUR-IP],60.0x03
60.11001,前列腺针刺活组织检查,60.1100
60.11002,B超引导下前列腺穿刺,60.1100x002
60.12001,直视下前列腺活组织检查,60.1200
60.13001,精囊针吸活组织检查,60.1300
60.14001,直视下精囊活组织检查,60.1400
60.15001,前列腺周围活组织检查,60.1500
60.19001,精囊镜检查,60.1901
60.21001,经尿道前列腺激光切除术[TULIP手术],60.2100x001
60.29003,经尿道前列腺绿激光汽化术(PVP),60.2900x003
60.29001,经尿道前列腺气化电切术[TEVAP手术],60.2901
60.29002,经尿道前列腺切除术[TURP手术],60.2902
60.3001,耻骨上经膀胱前列腺切除术,60.3x01
60.4001,耻骨后前列腺切除术,60.4x00
60.4002,耻骨后膀胱前前列腺切除术,60.4x01
60.5002,前列腺根治切除术,60.5x00
60.5001,腹腔镜下前列腺根治切除术,60.5x02
60.61001,前列腺病损切除术,60.6100x001
60.61002,前列腺部分切除术,60.6100x002
60.61003,腹腔镜下前列腺病损切除术,60.6101
60.62002,经会阴前列腺切除术,60.6200
60.62001,经会阴前列腺冷冻切除术,60.6201
60.69001,前列腺切除术,60.6900x001
60.69002,腹腔镜下前列腺切除术,60.6900x002
60.71001,经皮精囊抽吸,60.7100
60.72001,精囊切开术,60.7200
60.73002,精囊切除术,60.7300
60.73001,副中肾管[苗勒氏管]囊肿切除术,60.7301
60.79001,精囊囊肿切除术,60.7901
60.81001,前列腺周围脓肿引流术,60.8101
60.82001,前列腺周围组织病损切除术,60.8201
60.91001,经皮前列腺抽吸,60.9100
60.92001,前列腺注射链接测试,60.9200
60.93001,前列腺修补术,60.9300
60.94001,前列腺术后止血术,60.9400x001
60.95001,经尿道球囊前列腺尿道扩张术,60.9500
60.96001,前列腺微波治疗,60.9600x001
60.97001,经尿道前列腺射频消融术,60.9701
61.0003,阴囊切开探查术,61.0x00x003
61.0001,睾丸鞘膜切开引流术,61.0x01
61.0002,阴囊切开引流术,61.0x02
61.0004,阴囊异物取出术,61.0x04
61.11001,阴囊活组织检查,61.1101
61.2002,睾丸鞘膜积液切除术,61.2x00
61.2003,鞘膜部分切除术,61.2x01
61.2004,鞘膜切除术,61.2x02
61.3002,阴囊部分切除术,61.3x02
61.3001,阴囊病损切除术,61.3x03
61.3004,阴囊象皮病复位术,61.3x04
61.41001,阴囊裂伤逢合术,61.4102
61.42001,阴囊输精管瘘切除术,61.4201
61.49002,鞘膜高位结扎术,61.4900x002
61.92002,鞘状突高位结扎术,61.4901
61.49003,阴囊修补术,61.4902
61.49001,鞘膜翻转修补术,61.4904
61.99002,腹腔镜下鞘状突高位结扎术,61.4905
61.91001,睾丸鞘膜积液抽吸术,61.9101
61.92001,鞘膜囊肿切除术,61.9200x001
62.0001,睾丸切开探查术,62.0x00x001
62.0002,腹腔镜下隐睾探查术,62.0x01
62.11001,经皮睾丸活组织检查,62.1100
62.12001,直视下睾丸活组织检查,62.1200
62.2002,睾丸附件切除术,62.2x00x002
62.2001,睾丸病损切除术,62.2x01
62.3004,单侧睾丸切除术,62.3x00
62.3002,单侧睾丸-附睾切除术,62.3x01
62.3001,单侧睾丸部分切除术,62.3x02
62.3005,单侧隐睾切除术,62.3x03
62.3006,腹腔镜下单侧隐睾切除术,62.3x04
62.41004,双侧睾丸切除术,62.4100x004
62.41001,双侧睾丸-附睾切除术,62.4101
62.41002,双侧睾丸根治性切除术,62.4102
62.41003,双侧隐睾切除术,62.4104
62.41005,腹腔镜下双侧隐睾切除术,62.4105
62.5002,睾丸固定术,62.5x00
62.5001,睾丸复位术,62.5x02
62.61001,睾丸裂伤缝合术,62.6100
62.69001,睾丸修补术,62.6900x001
62.7001,睾丸假体置入术,62.7x00
62.91001,睾丸抽吸术,62.9100
62.92001,治疗性物质注入睾丸,62.9200
63.01001,精索活组织检查,63.0101
63.1003,精索鞘膜高位结扎术,63.1x00x003
63.1002,精索静脉高位结扎术,63.1x01
63.1004,精索鞘膜积液切除术,63.1x02
63.1001,腹腔镜下精索静脉高位结扎术,63.1x03
63.2001,附睾囊肿切除术,63.2x00
63.2002,精液囊肿切除术,63.2x01
63.3002,精索病损切除术,63.3x01
63.3001,附睾病损切除术,63.3x03
63.4001,附睾切除术,63.4x00
63.51001,精索-附睾裂伤缝合术,63.5100
63.52001,附睾裂伤缝合术,63.5200x001
63.53001,精索移植术,63.5300
63.6001,输精管探查术,63.6x00x001
63.6002,输精管造口术,63.6x01
63.70001,男性绝育术,63.7000x001
63.71001,输精管结扎术,63.7100
63.71002,输精管切断术,63.7101
63.72001,精索结扎术,63.7200
63.73002,输精管切除术,63.7300
63.73003,输精管病损切除术,63.7300x003
63.73001,输精管部分切除术,63.7301
63.81001,输精管和附睾裂伤缝合术,63.8100
63.82001,输精管吻合术,63.8200x001
63.83001,附睾-输精管吻合术,63.8300
63.84001,输精管结扎去除术,63.8400
63.85001,输精管瓣膜去除术,63.8500
63.91001,精液囊肿抽吸术,63.9100
63.92001,附睾切开探查术,63.9200x001
63.93001,精索切开术,63.9300
60.79002,射精管扩张,63.9900x002
64.0001,包皮环切术,64.0x00
64.11001,阴茎活组织检查,64.1100
64.2001,包皮瘢痕切除术,64.2x00x001
64.2002,包皮病损切除术,64.2x00x002
64.2003,阴茎瘢痕切除术,64.2x00x003
64.2004,阴茎病损切除术,64.2x01
64.2005,阴茎部分切除术,64.3x01
64.3001,阴茎全部切除术,64.3x02
64.41001,阴茎裂伤缝合术,64.4100
64.42001,痛性阴茎勃起松解术,64.4200
64.43001,阴茎建造术,64.4300
64.44001,阴茎重建术,64.4400
64.45001,阴茎截断再接术,64.4500
64.45002,阴茎海绵体断裂修补术,64.4500x002
64.49001,阴茎矫直术,64.4901
64.49002,阴茎延长术,64.4902
64.49003,阴茎增粗术,64.4903
64.5001,变性手术,64.5x00x001
64.91002,阴茎瘢痕松解术,64.9100x002
64.91001,包皮切开术,64.9101
64.92001,阴茎切开术,64.9200
64.93001,阴茎粘连松解术,64.9300x001
64.94001,阴茎外部假体安装术,64.9400
64.95001,非可膨胀性阴茎假体置入术,64.9501
64.96001,阴茎内部假体去除术,64.9600
64.97001,膨胀性阴茎假体置入术,64.9701
64.98001,阴茎海绵体分流术,64.9801
58.1002,尿道外口切开术,58.1x01
58.21001,经会阴尿道镜检查,58.2100
58.22001,尿道镜检查,58.2200x001
58.23001,尿道活组织检查,58.2300
58.24001,尿道周围组织活组织检查,58.2400
58.31001,尿道镜下尿道病损电切术,58.3101
58.31002,尿道镜下尿道狭窄电切术,58.3103
58.39003,尿道病损切除术,58.3901
58.39002,尿道瓣膜切除术,58.3902
58.39006,尿道切除术,58.3903
58.39004,尿道部分切除术,58.3904
58.39008,尿道狭窄切除术,58.3905
58.39005,尿道口病损切除术,58.3906
58.41001,尿道裂伤缝合术,58.4100
58.42001,尿道造口闭合术,58.4200
58.43001,尿道瘘修补术,58.4301
58.43002,尿道-阴道瘘修补术,58.4302
58.43003,尿道-直肠瘘修补术,58.4303
58.43005,腹腔镜下尿道瘘修补术,58.4305
58.44002,尿道再吻合术,58.4400
58.44001,尿道吻合术,58.4401
58.45001,尿道上裂修补术,58.4501
58.45002,尿道下裂修补术,58.4502
58.46002,尿道重建术伴舌粘膜移植,58.4600x007
58.46001,尿道建造术,58.4601
58.47001,尿道口成形术,58.4700
58.47002,尿道口紧缩术,58.4701
58.49003,尿道修补术,58.4900x003
58.49001,尿道成形术,58.4901
58.49004,尿道折叠术,58.4902
58.5004,尿道狭窄松解术,58.5x00
58.5002,经尿道尿道切开术,58.5x00x002
58.5001,尿道内口切开术,58.5x03
58.6002,尿道扩张术,58.6x00
58.6001,尿道-膀胱连接处扩张术,58.6x00x001
58.49002,尿道会师术,58.6x01
58.93002,前列腺-尿道记忆金属支架置入术,58.6x03
58.91001,尿道旁脓肿切开引流术,58.9102
58.92002,尿道旁腺病损切除术,58.9200x002
58.92001,尿道旁病损切除术,58.9201
58.93003,人工尿道括约肌置入术,58.9300
58.93001,尿道金属支架置入术,58.9300x001
58.99001,可膨胀的尿道括约肌去除术,58.9901
59.00001,腹膜后清扫术,59.0000
59.02002,输尿管狭窄松解术,59.0201
59.02003,输尿管周围粘连松解术,59.0202
59.03001,腹腔镜下输尿管狭窄松解术,59.0301
59.09003,肾周脓肿切开引流术,59.0901
59.09004,肾周区域探查术,59.0903
59.11001,膀胱周围粘连松解术,59.1100x001
59.19001,膀胱周围组织探查术,59.1901
59.19002,耻骨后探查术,59.1902
59.21002,肾周活组织检查,59.2101
59.21001,膀胱周围活组织检查,59.2102
59.3001,尿道-膀胱连接处折叠术,59.3x00
59.4002,耻骨上悬吊尿道膀胱固定术,59.4x00
59.4003,戈-弗-斯手术[Goeble-frangenheim-stoeckel手术],59.4x01
59.4001,奥克斯福德尿失禁手术[Oxford手术],59.4x03
59.4005,经阴道尿道中段湿必克悬吊术[SPARC手术],59.4x04
59.4006,斯塔米膀胱悬吊术,59.4x05
59.5001,耻骨后尿道悬吊术,59.5x00
59.5002,经阴道无张力尿道悬吊术[TVT],59.5x01
59.6001,尿道旁悬吊术,59.6x00
59.71001,膀胱尿道提肌悬吊固定术,59.7101
59.79001,尿失禁修补术,59.7902
59.4004,经阴道闭孔无张力尿道中段悬吊术[TVT-O手术],59.7903
59.8004,输尿管导管插入术,59.8x00
59.8001,膀胱镜下输尿管扩张术,59.8x00x001
59.8005,输尿管镜下输尿管扩张术,59.8x00x006
59.8006,输尿管扩张术,59.8x01
59.8010,肾导管引流术,59.8x02
59.8008,输尿管支架置入术,59.8x03
59.8002,输尿管膀胱口扩张术,59.8x05
59.91001,肾周病损切除术,59.9101
59.93001,输尿管造口导管置换,59.9300
59.94001,膀胱造口导管置换,59.9400
59.95001,泌尿系超声碎石术,59.9500
59.95002,肾超声碎石术,59.9502
59.99002,输尿管支架取出术,59.9900x002
59.99001,输尿管支架置换术,59.9901
60.0001,前列腺包膜切开术[TUI-P],60.0x00x001
60.0003,前列腺脓肿引流术,60.0x00x003
60.0005,前列腺结石切除术,60.0x02
60.0002,前列腺被膜切开术[TUR-IP],60.0x03
60.11001,前列腺针刺活组织检查,60.1100
60.11002,B超引导下前列腺穿刺,60.1100x002
60.12001,直视下前列腺活组织检查,60.1200
60.13001,精囊针吸活组织检查,60.1300
60.14001,直视下精囊活组织检查,60.1400
60.15001,前列腺周围活组织检查,60.1500
60.19001,精囊镜检查,60.1901
60.21001,经尿道前列腺激光切除术[TULIP手术],60.2100x001
60.29003,经尿道前列腺绿激光汽化术(PVP),60.2900x003
60.29001,经尿道前列腺气化电切术[TEVAP手术],60.2901
60.29002,经尿道前列腺切除术[TURP手术],60.2902
60.3001,耻骨上经膀胱前列腺切除术,60.3x01
60.4001,耻骨后前列腺切除术,60.4x00
60.4002,耻骨后膀胱前前列腺切除术,60.4x01
60.5002,前列腺根治切除术,60.5x00
60.5001,腹腔镜下前列腺根治切除术,60.5x02
60.61001,前列腺病损切除术,60.6100x001
60.61002,前列腺部分切除术,60.6100x002
60.61003,腹腔镜下前列腺病损切除术,60.6101
60.62002,经会阴前列腺切除术,60.6200
60.62001,经会阴前列腺冷冻切除术,60.6201
60.69001,前列腺切除术,60.6900x001
60.69002,腹腔镜下前列腺切除术,60.6900x002
60.71001,经皮精囊抽吸,60.7100
60.72001,精囊切开术,60.7200
60.73002,精囊切除术,60.7300
60.73001,副中肾管[苗勒氏管]囊肿切除术,60.7301
60.79001,精囊囊肿切除术,60.7901
60.81001,前列腺周围脓肿引流术,60.8101
60.82001,前列腺周围组织病损切除术,60.8201
60.91001,经皮前列腺抽吸,60.9100
60.92001,前列腺注射链接测试,60.9200
60.93001,前列腺修补术,60.9300
60.94001,前列腺术后止血术,60.9400x001
60.95001,经尿道球囊前列腺尿道扩张术,60.9500
60.96001,前列腺微波治疗,60.9600x001
60.97001,经尿道前列腺射频消融术,60.9701
61.0003,阴囊切开探查术,61.0x00x003
61.0001,睾丸鞘膜切开引流术,61.0x01
61.0002,阴囊切开引流术,61.0x02
61.0004,阴囊异物取出术,61.0x04
61.11001,阴囊活组织检查,61.1101
61.2002,睾丸鞘膜积液切除术,61.2x00
61.2003,鞘膜部分切除术,61.2x01
61.2004,鞘膜切除术,61.2x02
61.3002,阴囊部分切除术,61.3x02
61.3001,阴囊病损切除术,61.3x03
61.3004,阴囊象皮病复位术,61.3x04
61.41001,阴囊裂伤逢合术,61.4102
61.42001,阴囊输精管瘘切除术,61.4201
61.49002,鞘膜高位结扎术,61.4900x002
61.92002,鞘状突高位结扎术,61.4901
61.49003,阴囊修补术,61.4902
61.49001,鞘膜翻转修补术,61.4904
61.99002,腹腔镜下鞘状突高位结扎术,61.4905
61.91001,睾丸鞘膜积液抽吸术,61.9101
61.92001,鞘膜囊肿切除术,61.9200x001
62.0001,睾丸切开探查术,62.0x00x001
62.0002,腹腔镜下隐睾探查术,62.0x01
62.11001,经皮睾丸活组织检查,62.1100
62.12001,直视下睾丸活组织检查,62.1200
62.2002,睾丸附件切除术,62.2x00x002
62.2001,睾丸病损切除术,62.2x01
62.3004,单侧睾丸切除术,62.3x00
62.3002,单侧睾丸-附睾切除术,62.3x01
62.3001,单侧睾丸部分切除术,62.3x02
62.3005,单侧隐睾切除术,62.3x03
62.3006,腹腔镜下单侧隐睾切除术,62.3x04
62.41004,双侧睾丸切除术,62.4100x004
62.41001,双侧睾丸-附睾切除术,62.4101
62.41002,双侧睾丸根治性切除术,62.4102
62.41003,双侧隐睾切除术,62.4104
62.41005,腹腔镜下双侧隐睾切除术,62.4105
62.5002,睾丸固定术,62.5x00
62.5001,睾丸复位术,62.5x02
62.61001,睾丸裂伤缝合术,62.6100
62.69001,睾丸修补术,62.6900x001
62.7001,睾丸假体置入术,62.7x00
62.91001,睾丸抽吸术,62.9100
62.92001,治疗性物质注入睾丸,62.9200
63.01001,精索活组织检查,63.0101
63.1003,精索鞘膜高位结扎术,63.1x00x003
63.1002,精索静脉高位结扎术,63.1x01
63.1004,精索鞘膜积液切除术,63.1x02
63.1001,腹腔镜下精索静脉高位结扎术,63.1x03
63.2001,附睾囊肿切除术,63.2x00
63.2002,精液囊肿切除术,63.2x01
63.3002,精索病损切除术,63.3x01
63.3001,附睾病损切除术,63.3x03
63.4001,附睾切除术,63.4x00
63.51001,精索-附睾裂伤缝合术,63.5100
63.52001,附睾裂伤缝合术,63.5200x001
63.53001,精索移植术,63.5300
63.6001,输精管探查术,63.6x00x001
63.6002,输精管造口术,63.6x01
63.70001,男性绝育术,63.7000x001
63.71001,输精管结扎术,63.7100
63.71002,输精管切断术,63.7101
63.72001,精索结扎术,63.7200
63.73002,输精管切除术,63.7300
63.73003,输精管病损切除术,63.7300x003
63.73001,输精管部分切除术,63.7301
63.81001,输精管和附睾裂伤缝合术,63.8100
63.82001,输精管吻合术,63.8200x001
63.83001,附睾-输精管吻合术,63.8300
63.84001,输精管结扎去除术,63.8400
63.85001,输精管瓣膜去除术,63.8500
63.91001,精液囊肿抽吸术,63.9100
63.92001,附睾切开探查术,63.9200x001
63.93001,精索切开术,63.9300
60.79002,射精管扩张,63.9900x002
64.0001,包皮环切术,64.0x00
64.11001,阴茎活组织检查,64.1100
64.2001,包皮瘢痕切除术,64.2x00x001
64.2002,包皮病损切除术,64.2x00x002
64.2003,阴茎瘢痕切除术,64.2x00x003
64.2004,阴茎病损切除术,64.2x01
64.2005,阴茎部分切除术,64.3x01
64.3001,阴茎全部切除术,64.3x02
64.41001,阴茎裂伤缝合术,64.4100
64.42001,痛性阴茎勃起松解术,64.4200
64.43001,阴茎建造术,64.4300
64.44001,阴茎重建术,64.4400
64.45001,阴茎截断再接术,64.4500
64.45002,阴茎海绵体断裂修补术,64.4500x002
64.49001,阴茎矫直术,64.4901
64.49002,阴茎延长术,64.4902
64.49003,阴茎增粗术,64.4903
64.5001,变性手术,64.5x00x001
64.91002,阴茎瘢痕松解术,64.9100x002
64.91001,包皮切开术,64.9101
64.92001,阴茎切开术,64.9200
64.93001,阴茎粘连松解术,64.9300x001
64.94001,阴茎外部假体安装术,64.9400
64.95001,非可膨胀性阴茎假体置入术,64.9501
64.96001,阴茎内部假体去除术,64.9600
64.97001,膨胀性阴茎假体置入术,64.9701
64.98001,阴茎海绵体分流术,64.9801
66.69001,腹腔镜下输卵管部分切除术,66.6902
66.71001,输卵管单纯缝合术,66.7100
66.72001,输卵管-卵巢吻合术,66.7200
66.73002,输卵管-输卵管吻合术,66.7300
66.73001,腹腔镜下输卵管-输卵管吻合术,66.7301
66.74001,输卵管-子宫吻合术,66.7400
66.79004,输卵管结扎再通术,66.7900x004
66.79003,输卵管成形术,66.7901
66.79006,输卵管移植术,66.7902
66.79002,输卵管切断再通术,66.7904
66.79001,腹腔镜下输卵管成形术,66.7905
66.8001,输卵管注气术,66.8x00x001
66.8005,输卵管通液术,66.8x01
66.8002,腹腔镜下输卵管通液术,66.8x02
66.8003,宫腔镜下输卵管通液术,66.8x03
66.91001,输卵管抽吸术,66.9100
66.91002,输卵管穿刺术,66.9101
66.92001,单侧输卵管挤压术,66.9201
66.92002,单侧输卵管结扎术,66.9202
66.92004,腹腔镜下单侧输卵管结扎术,66.9203
66.92003,腹腔镜下单侧输卵管破坏术,66.9205
66.93001,输卵管假体置入术,66.9301
66.93002,输卵管假体置换术,66.9302
66.94001,输卵管假体去除术,66.9400
66.95001,腹腔镜下输卵管MTX注射术,66.9500x001
66.95004,输卵管MTX注射术,66.9500x004
66.95003,输卵管注药术,66.9501
66.95002,腹腔镜下输卵管注药术,66.9502
66.96001,输卵管扩张术,66.9600
67.0001,子宫颈管扩张术,67.0x00
67.0002,子宫颈粘连松解术,67.0x00x002
67.11001,子宫颈内活组织检查,67.1100
67.12001,子宫颈活组织检查,67.1200x001
67.2002,子宫颈锥形切除术,67.2x00
67.2001,宫腔镜下子宫颈锥形切除术,67.2x01
67.31001,子宫颈囊肿造袋术,67.3100
67.32007,子宫颈病损烧灼术,67.3200
67.32009,子宫颈电凝止血术,67.3200x009
67.32010,子宫颈环形电切术[LEEP手术],67.3201
67.32011,子宫颈锥形电切术,67.3202
67.32003,宫腔镜下子宫颈病损电切术,67.3203
67.33001,子宫颈冷冻锥形切除术,67.3302
67.39011,子宫颈内膜旋切术,67.3901
67.39004,宫腔镜下子宫颈病损切除术,67.3902
67.39014,腹腔镜下子宫颈病损切除术,67.3903
67.39008,子宫颈病损切除术,67.3904
67.4002,子宫颈根治性切除术,67.4x00x002
67.4005,子宫颈切除术,67.4x00x005
67.39009,子宫颈部分切除术,67.4x01
67.4001,残余子宫颈切除术,67.4x02
67.4003,子宫颈切除伴阴道缝合术,67.4x04
67.4004,宫腔镜下子宫颈切除术,67.4x08
67.51001,经腹子宫颈环扎术,67.5100
67.59001,经阴道子宫颈环扎术,67.5901
67.61001,子宫颈裂伤缝合术,67.6100
67.62001,子宫颈瘘管修补术,67.6200
67.69002,子宫颈成形术,67.6901
67.69001,子宫颈陈旧性产科裂伤修补术,67.6902
68.0004,子宫切开探查术,68.0x00x004
68.12001,宫腔镜检查,68.1200x001
68.13001,直视下子宫活组织检查,68.1300
68.14001,直视下子宫韧带活组织检查,68.1400
68.15001,腹腔镜下子宫韧带活组织检查,68.1501
68.16001,腹腔镜下子宫活组织检查,68.1601
68.16002,宫腔镜下子宫活组织检查,68.1602
68.21002,子宫内膜粘连松解术,68.2100x002
68.21001,宫腔镜下子宫内膜粘连松解术,68.2101
68.22004,子宫隔膜切除术,68.2202
68.22001,腹腔镜下子宫隔膜切除术,68.2205
68.22003,宫腔镜下子宫隔膜切除术,68.2206
68.23003,子宫内膜去除术,68.2300
68.23005,宫腔镜下子宫内膜热球去除术,68.2300x005
68.23004,子宫内膜射频消融术,68.2301
68.23002,宫腔镜下子宫内膜去除术,68.2302
68.24001,子宫动脉弹簧圈栓塞术,68.2400
68.25001,子宫动脉栓塞不伴弹簧圈,68.2500
38.86020,子宫动脉栓塞术,68.2500x001
38.86021,腹腔镜下子宫动脉栓塞术,68.2501
68.29013,腹腔镜下子宫断蒂止血术,68.2900x013
68.29028,子宫病损烧灼术,68.2900x028
68.29031,子宫病损电凝术,68.2900x031
68.29035,子宫角部分切除术,68.2900x035
68.29037,子宫角楔形切除术,68.2900x037
68.29038,子宫内膜病损烧灼术,68.2900x038
68.29048,宫腔镜下子宫电凝止血术,68.2900x048
68.29032,子宫肌瘤切除术,68.2901
68.29039,子宫内膜病损切除术,68.2903
68.29034,子宫病损射频消融术,68.2905
68.29029,子宫病损切除术,68.2906
68.29024,经阴道子宫病损切除术,68.2907
68.29004,腹腔镜下子宫病损电凝术,68.2909
68.29008,腹腔镜下子宫病损射频消融术,68.2910
68.29011,腹腔镜下子宫病损激光切除术,68.2911
68.29005,腹腔镜下子宫病损切除术,68.2912
68.29015,宫腔镜下子宫病损电切术,68.2913
68.29017,宫腔镜下子宫病损射频消融术,68.2914
68.29018,宫腔镜下子宫内膜病损切除术,68.2915
68.29019,宫腔镜下子宫内膜成形术,68.2916
68.29014,宫腔镜下子宫病损切除术,68.2917
68.29002,腹腔镜辅助经阴道子宫病损切除术,68.2918
68.31001,腹腔镜下宫颈上子宫切除术[LSH手术],68.3100
68.31002,筋膜内子宫切除术[CISH手术],68.3100x002
68.31003,腹腔镜下子宫次全切除术,68.3102
68.29010,腹腔镜下子宫楔形切除术,68.3103
68.29003,腹腔镜下残角子宫切除术,68.3104
68.31004,腹腔镜辅助子宫颈上子宫切除术[LASH手术],68.3106
68.39003,子宫颈上子宫切除术,68.3900x003
68.39002,子宫次全切除术,68.3901
68.29036,子宫角切除术,68.3903
68.29046,子宫楔形切除术,68.3904
68.29001,残角子宫切除术,68.3905
68.39001,双子宫单个切除术,68.3906
68.41001,腹腔镜下全子宫切除术,68.4100
68.41002,腹腔镜下子宫扩大切除术,68.4101
68.41003,腹腔镜下筋膜外子宫切除术,68.4102
68.49004,始基子宫切除术,68.4900x004
68.49006,子宫次广泛切除术,68.4900x006
68.49003,全子宫切除术,68.4901
68.49002,筋膜外全子宫切除术,68.4902
68.49001,子宫扩大切除术,68.4903
68.51003,腹腔镜辅助经阴道全子宫切除术[LAVH手术],68.5100
68.51004,腹腔镜辅助经阴道始基子宫切除术,68.5100x004
68.51005,腹腔镜辅助经阴道子宫次全切除术,68.5100x005
68.51001,腹腔镜辅助经阴道子宫扩大切除术,68.5101
68.51002,腹腔镜辅助经阴道筋膜内子宫切除术,68.5102
68.59002,经阴道子宫次全切除术,68.5900x002
68.59001,经阴道子宫切除术,68.5901
68.69001,子宫根治性切除术,68.6901
68.69002,子宫改良根治性切除术,68.6902
68.71001,腹腔镜辅助经阴道子宫根治性切除术,68.7100x001
68.79003,经阴道子宫根治性切除术,68.7901
68.8001,女性盆腔廓清术,68.8x01
69.01001,终止妊娠刮宫术,69.0101
69.02001,分娩流产后刮宫术,69.0200x003
69.09003,诊断性刮宫,69.0901
69.09002,宫腔镜下诊断性刮宫术,69.0902
69.19016,子宫骶韧带烧灼术,69.1901
69.29010,子宫骶韧带切除术,69.1902
69.19008,阔韧带病损切除术,69.1903
69.19018,子宫韧带病损切除术,69.1904
69.19013,圆韧带病损切除术,69.1905
69.19005,腹腔镜下子宫韧带病损切除术,69.1907
69.19001,腹腔镜下骶韧带部分切除术,69.1908
69.19004,腹腔镜下子宫韧带病损激光烧灼术,69.1909
69.22006,子宫韧带悬吊术,69.2200x006
69.29001,骶韧带缩短术,69.2200x025
69.29007,主韧带缩短术,69.2200x030
69.22002,曼彻斯特手术[Mancherster手术],69.2201
69.22003,子宫颈悬吊术,69.2202
69.29008,主韧带悬吊术,69.2204
69.29006,圆韧带悬吊术,69.2205
69.29002,骶韧带悬吊术,69.2206
69.29005,圆韧带缩短术,69.2207
69.29003,腹腔镜下圆韧带缩短术,69.2208
69.22001,腹腔镜下子宫悬吊术,69.2212
