医保2.0手术代码,医保2.0手术名称
77.3100,肩胛骨，锁骨和胸廓［肋骨和胸骨］切断术
77.3300,桡骨和尺骨切断术
77.3400,腕骨和掌骨切断术
77.3700,胫骨和腓骨切断术
77.3800,跗骨和跖骨切断术
77.3900,其他骨切断术
77.4000,骨活组织检查
77.4100,肩胛骨，锁骨和胸廓［肋骨和胸骨］活组织检查
77.4300,桡骨和尺骨活组织检查
77.4400,腕骨和掌骨活组织检查
77.4700,胫骨和腓骨活组织检查
77.4800,跗骨和跖骨活组织检查
77.4900,其他骨活组织检查
77.5300,其他??囊肿切除术伴软组织矫正术
77.5400,小趾囊肿切除术或矫正术
77.5600,锤状趾修补术
77.5700,爪形趾修补术
77.5800,趾的其他切除术、融合和修补术
77.5900,其他??囊肿切除术
77.6000,骨病损或组织的局部切除术
77.6100,肩胛骨，锁骨和胸廓［肋骨和胸骨］病损或组织的局部切除术
77.6200,肱骨病损或组织的局部切除术
77.6300,桡骨和尺骨病损或组织的局部切除术
77.6400,腕骨和掌骨病损或组织的局部切除术
77.6500,股骨病损或组织的局部切除术
77.6600,髌骨病损或组织的局部切除术
77.6700,胫骨和腓骨病损或组织的局部切除术
77.6800,跗骨和跖骨病损或组织的局部切除术
77.6900,其他骨病损或组织的局部切除术
77.7000,骨切除术用作移植物
77.7100,肩胛骨，锁骨和胸廓［肋骨和胸骨］切除术用作移植物
77.7300,桡骨和尺骨切除术用作移植物
77.7700,胫骨和腓骨切除术用作移植物
77.7900,其他骨切除术用作移植物
77.8000,骨部分切除术
77.8100,肩胛骨，锁骨和胸廓［肋骨和胸骨］部分骨切除术
77.8300,桡骨和尺骨部分骨切除术
77.8400,腕骨和掌骨部分骨切除术
77.8700,胫骨和腓骨部分骨切除术
77.8800,跗骨和跖骨部分骨切除术
77.8900,其他骨部分骨切除术
77.9000,骨全部切除术
77.9100,肩胛骨，锁骨和胸廓［肋骨和胸骨］全部切除术
77.9300,桡骨和尺骨全部切除术
77.9400,腕骨和掌骨全部切除术
77.9700,胫骨和腓骨全部切除术
77.9800,跗骨和跖骨全部切除术
77.9900,其他骨全部切除术
78.0000,骨移植术
78.0100,肩胛骨，锁骨和胸廓［肋骨和胸骨］移植术
78.0200,肱骨移植术
78.0300,桡骨和尺骨移植术
78.0400,腕骨和掌骨移植术
78.0500,股骨移植术
78.0600,髌骨移植术
78.0700,胫骨和腓骨移植术
78.0800,跗骨和跖骨移植术
78.0900,其他骨移植术
78.1000,使用外固定装置
78.1100,肩胛骨，锁骨和胸廓［肋骨和胸骨］使用外固定装置
78.1200,肱骨使用外固定装置
78.1300,桡骨和尺骨使用外固定装置
78.1400,腕骨和掌骨使用外固定装置
78.1500,股骨使用外固定装置
78.1600,髌骨使用外固定装置
78.1700,胫骨和腓骨使用外固定装置
78.1800,跗骨和跖骨使用外固定装置
78.1900,其他骨使用外固定装置
78.2000,肢体缩短手术
78.2300,桡骨和尺骨缩短手术
78.2500,股骨缩短术
78.2700,胫骨和腓骨缩短术
78.2900,其他骨缩短术
78.3200,肱骨延伸术
78.3300,桡骨和尺骨延伸术
78.3400,腕骨和掌骨延伸术
78.3500,股骨延伸术
78.3700,胫骨和腓骨延伸术
78.3800,跗骨和跖骨延伸术
78.3900,其他骨的延长术
78.4000,骨的其他修补术或整形术
78.4100,肩胛骨，锁骨和胸廓［肋骨和胸骨］其他修补术或整形术
78.4200,肱骨其他修补术或整形术
78.4300,桡骨和尺骨其他修补术或整形术
78.4400,腕骨和掌骨其他修补术或整形术
78.4500,股骨其他修补术或整形术
78.4600,髌骨其他修补术或整形术
78.4700,胫骨和腓骨其他修补术或整形术
78.4800,跗骨和跖骨其他修补术或整形术
78.4900,其他骨其他修补术或整形术
78.5000,骨内固定不伴骨折复位术
78.5100,肩胛骨，锁骨和胸廓［肋骨和胸骨］内固定不伴骨折复位术
78.5200,肱骨内固定不伴骨折复位术
78.5300,桡骨和尺骨内固定不伴骨折复位术
78.5400,腕骨和掌骨内固定不伴骨折复位术
78.5500,股骨内固定不伴骨折复位术
78.5600,髌骨内固定不伴骨折复位术
78.5700,胫骨和腓骨内固定不伴骨折复位术
78.5800,跗骨和跖骨内固定不伴骨折复位术
78.5900,其他骨内固定不伴骨折复位术
78.6000,骨置入装置去除
78.6100,肩胛骨，锁骨和胸廓［肋骨和胸骨］置入装置去除
78.6200,肱骨置入装置去除
78.6300,桡骨和尺骨置入装置去除
78.6400,腕骨和掌骨置入装置去除
78.6500,股骨置入装置去除
78.6600,髌骨置入装置去除
78.6700,胫骨和腓骨置入装置去除
78.6800,跗骨和跖骨置入装置去除
78.6900,其他骨置入装置去除
78.7000,折骨术
78.7100,肩胛骨，锁骨和胸廓［肋骨和胸骨］折骨术
78.7300,桡骨和尺骨折骨术
78.7400,腕骨和掌骨折骨术
78.7700,胫骨和腓骨折骨术
78.7800,跗骨和跖骨折骨术
78.7900,其他骨折骨术
78.8000,骨诊断性操作
78.9000,骨生长刺激器的置入
78.9300,桡骨和尺骨生长刺激器的置入
78.9700,胫骨和腓骨生长刺激器的置入
78.9900,其他骨生长刺激器的置入
79.0000,骨折闭合性复位术不伴内固定
79.0100,肱骨骨折闭合性复位术不伴内固定
79.0200,桡骨和尺骨骨折闭合性复位术不伴内固定
79.0300,腕骨和掌骨骨折闭合性复位术不伴内固定
79.0400,手指骨折闭合性复位术不伴内固定
79.0500,股骨骨折闭合性复位术不伴内固定
79.0600,胫骨和腓骨骨折闭合性复位术不伴内固定
79.0700,跗骨和跖骨骨折闭合性复位术不伴内固定
79.0800,趾骨骨折闭合性复位术不伴内固定
79.0900,其他骨骨折闭合性复位术不伴内固定
79.1000,骨折闭合性复位术伴内固定
79.1100,肱骨骨折闭合性复位术伴内固定
79.1200,桡骨和尺骨骨折闭合性复位术伴内固定
79.1300,腕骨和掌骨骨折闭合性复位术伴内固定
79.1400,手指骨折闭合性复位术伴内固定
79.1500,股骨骨折闭合性复位术伴内固定
79.1600,胫骨和腓骨骨折闭合性复位术伴内固定
79.1700,跗骨和跖骨骨折闭合性复位术伴内固定
79.1800,趾骨骨折闭合性复位术伴内固定
79.1900,其他骨骨折闭合性复位术伴内固定
79.2000,骨折开放性复位术不伴内固定
79.2100,肱骨骨折开放性复位术不伴内固定
79.2200,桡骨和尺骨骨折开放性复位术不伴内固定
79.2300,腕骨和掌骨骨折开放性复位术不伴内固定
79.2400,手指骨折开放性复位术不伴内固定
79.2500,股骨骨折开放性复位术不伴内固定
79.2600,胫骨和腓骨骨折开放性复位术不伴内固定
79.2700,跗骨和跖骨骨折开放性复位术不伴内固定
79.2800,趾骨骨折开放性复位术不伴内固定
79.2900,其他骨骨折开放性复位术不伴内固定
79.3000,骨折开放性复位术伴内固定
79.3100,肱骨骨折开放性复位术伴内固定
79.3200,桡骨和尺骨骨折开放性复位术伴内固定
79.3300,腕骨和掌骨骨折开放性复位术伴内固定
79.3400,手指骨折开放性复位术伴内固定
79.3500,股骨骨折开放性复位术伴内固定
79.3600,胫骨和腓骨骨折开放性复位术伴内固定
79.3700,跗骨和跖骨骨折开放性复位术伴内固定
79.3800,趾骨骨折开放性复位术伴内固定
79.3900,其他骨骨折开放性复位术伴内固定
79.4000,骨骺分离的闭合性复位术
79.4100,肱骨骨骺分离的闭合性复位术
79.4200,桡骨和尺骨骨骺分离的闭合性复位术
79.4500,股骨骨骺分离的闭合性复位术
79.4600,胫骨和腓骨骨骺分离的闭合性复位术
79.5000,骨骺分离的开放性复位术
79.5200,桡骨和尺骨骨骺分离的开放性复位术
79.5500,股骨骨骺分离的开放性复位术
79.5600,胫骨和腓骨骨骺分离的开放性复位术
79.6200,桡骨和尺骨开放性骨折部位的清创术
79.6300,腕骨和掌骨开放性骨折部位的清创术
79.6600,胫骨和腓骨开放性骨折部位的清创术
79.6700,跗骨和跖骨开放性骨折部位的清创术
79.6900,其他骨开放性骨折部位的清创术
79.7400,手和指脱位的闭合性复位术
79.7800,足和趾脱位的闭合性复位术
79.7900,其他特指部位脱位的闭合性复位术
79.8000,脱位的开放性复位术
79.8100,肩脱位开放性复位术
79.8400,手和指脱位开放性复位术
79.8800,足和趾脱位的开放性复位术
79.8900,其他特指部位脱位的开放性复位术
80.0000,关节切开术用于去除假体不伴置换
80.0100,肩关节切开术用于去除假体不伴置换
80.0200,肘关节切开术用于去除假体不伴置换
80.0300,腕关节切开术用于去除假体不伴置换
80.0400,手和指关节切开术用于去除假体不伴置换
80.0500,髋关节切开术用于去除假体不伴置换
80.0600,膝关节切开术用于去除假体不伴置换
80.0700,踝关节切开术用于去除假体不伴置换
80.0800,足和趾关节切开术用于去除假体不伴置换
80.0900,其他特指部位关节切开术用于去除假体不伴置换
80.1000,关节切开术
80.1800,足和趾关节切开术
80.2400,关节镜手和指关节检查
80.2800,关节镜足和趾关节检查
80.3400,手和指关节结构的活组织检查
80.3900,其他特指部位关节结构的活组织检查
80.4000,关节切断关节囊、韧带或软骨
80.4100,肩关节切断关节囊、韧带或软骨
80.4200,肘关节切断关节囊、韧带或软骨
80.4300,腕关节切断关节囊、韧带或软骨
80.4400,手和指关节切断关节囊、韧带或软骨
80.4500,髋关节切断关节囊、韧带或软骨
80.4600,膝关节切断关节囊、韧带或软骨
80.4700,踝关节切断关节囊、韧带或软骨
80.4800,足和趾关节切断关节囊、韧带或软骨
80.4900,其他特指部位关节切断关节囊、韧带或软骨
80.5000,椎间盘切除术或破坏术
80.5100,椎间盘切除术
80.5400,其他和未特指的椎间盘纤维环修补术
80.5900,椎间盘的其他破坏术
80.6x00,膝半月软骨切除术
80.7000,关节滑膜切除术
80.7900,其他特指部位关节滑膜切除术
80.8000,关节病损的其他局部切除术或破坏术
80.8100,肩关节病损的其他局部切除术或破坏术
80.8200,肘关节病损的其他局部切除术或破坏术
80.8300,腕关节病损的其他局部切除术或破坏术
80.8400,手和指关节病损的其他局部切除术或破坏术
80.8500,髋关节病损的其他局部切除术或破坏术
80.8600,膝关节病损的其他局部切除术或破坏术
80.8700,踝关节病损的其他局部切除术或破坏术
80.8800,足和趾关节病损的其他局部切除术或破坏术
80.8900,其他特指部位关节病损的其他局部切除术或破坏术
80.9000,关节的其他切除术
80.9900,其他特指部位关节的其他切除术
81.0000,脊柱融合
81.0100,寰-枢脊柱融合
81.0200,前柱其他颈融合，前路法
81.0300,后柱其他颈融合，后路法
81.0400,前柱背和背腰融合，前路法
81.0500,背和背腰融合，后路法
81.0600,前柱腰和腰骶部融合，前路法
81.0700,后柱腰和腰骶部融合，后路法
81.0800,前柱腰和腰骶部融合，后路法
81.1200,三关节固定术
81.1300,距骨下融合术
81.1700,足的其他融合术
81.2000,关节固定术
81.2100,髋关节固定术
81.2200,膝关节固定术
81.2300,肩关节固定术
81.2400,肘关节固定术
81.2500,腕桡融合术
81.2600,掌腕融合术
81.2700,掌指融合术
81.2800,指间融合术
81.2900,其他特指关节的关节固定术
81.3000,脊柱再融合术
81.3100,寰-枢脊柱再融合术
81.3200,其他颈椎再融合，前柱，前路法
81.3300,其他颈椎再融合，后柱，后路法
81.3400,背和背腰椎再融合，前柱，前路法
81.3500,背和背腰椎再融合，后路法
81.3600,腰和腰骶部脊椎再融合，前柱，前路法
81.3700,腰和腰骶部脊椎再融合，后柱，后路法
81.3800,腰和腰骶部脊椎再融合，前柱，后路法
81.4400,髌骨稳定术
81.4500,交叉韧带的其他修补术
81.4600,副韧带的其他修补术
81.4700,膝关节的其他修补术
81.4900,踝关节的其他修补术
81.5200,髋关节部分置换
81.5300,髋关节置换修正术
81.5500,膝关节置换修正术
81.5700,足和趾关节置换
81.6400,9个或更多椎骨的融合或再融合
81.6600,经皮椎体增强
81.7100,掌指关节和指间关节成形术伴植入
81.7200,掌指关节和指间关节成形术不伴植入
81.7300,腕关节全部置换
81.7400,腕腕关节或腕掌关节成形术伴植入
81.7500,腕腕关节或腕掌关节成形术不伴植入
81.8300,肩关节的其他修补术
81.8500,肘关节的其他修补术
81.9100,关节穿刺术
81.9200,关节或韧带治疗性药物注射
81.9300,上肢关节囊或韧带缝合术
81.9400,踝关节和足关节囊或韧带缝合术
81.9500,其他下肢关节囊或韧带缝合术
81.9600,关节其他修补术
81.9700,上肢关节置换修正术
82.0100,手腱鞘探查术
82.0200,手肌切开术
82.0400,掌间隙或鱼际间隙切开引流术
82.0900,手软组织的其他切开术
82.1100,手肌腱切开术
82.1200,手筋膜切开术
82.1900,手软组织的其他切断
82.2900,手软组织的其他病损切除术
82.3200,手肌腱切除术用做移植物
82.3300,手的其他肌腱切除术
82.3400,手肌或筋膜切除术用做移植物
82.3500,手的其他筋膜切除术
82.3600,手的其他肌肉切除术
82.3900,手软组织的其他切除术
82.4300,手的其他肌腱延迟性缝合术
82.4400,手部屈肌腱的其他缝合术
82.4500,手的其他肌腱其他缝合术
82.4600,手部肌肉或筋膜缝合术
82.5300,手肌腱再附着
82.5400,手肌肉再附着
82.5500,手肌或腱长度的其他改变
82.5600,其他手肌腱转移或移植术
82.5700,其他手肌腱移位术
82.5800,其他手肌转移或移植术
82.5900,其他手肌移位术
82.6100,保留神经和血供应的拇指整复术
82.6900,拇指的其他重建术
82.7100,手肌腱滑车重建术
82.7200,手肌肉或筋膜移植物的整形术
82.7900,手的其他移植物或置入物的整形术
82.8100,手指转移术，除外拇指
82.8200,裂手畸形修补术
82.8300,巨指畸形修补术
82.8400,槌状指修补术
82.8500,手其他肌腱固定术
82.8600,手其他肌腱成形术
82.8900,手其他整形术
82.9100,手粘连松解
82.9300,手其他软组织抽吸术
82.9500,手肌腱治疗性药物注入
82.9600,手软组织局部作用治疗性物质的其他注入
83.0100,腱鞘探查术
83.0200,肌切开术
83.0900,软组织的其他切开术
83.1100,跟腱切断术
83.1200,髋部内收肌腱切断术
83.1300,其他腱切断术
83.1400,筋膜切断术
83.1900,其他软组织的切断术
83.2900,肌、腱、筋膜和黏液囊的其他诊断性操作，包括手的
83.3900,其他软组织病损的切除术
83.4100,肌腱切除术用作移植物
83.4200,其他腱切除术
83.4300,肌或筋膜切除术用作移植物
83.4400,其他筋膜切除术
83.4500,其他肌肉切除术
83.6200,腱延迟性缝合术
83.6400,腱的其他缝合术
83.6500,肌肉或筋膜的其他缝合术
83.7300,腱再附着
83.7400,肌再附着
83.7500,腱转移或移植术
83.7600,其他肌腱移位术
83.7700,肌转移或移植术
83.7900,其他肌移位术
83.8200,肌或筋膜移植
83.8500,其他肌或腱长度的改变
83.8700,肌其他整形术
83.8800,腱的其他整形术
83.8900,筋膜的其他整形术
83.9100,肌、腱、筋膜和黏液囊粘连的松解术
83.9200,骨骼肌刺激器的置入或置换
83.9500,其他软组织抽吸
83.9800,其他软组织局部作用治疗性药物注入
83.9900,肌、腱、筋膜和黏液囊的其他手术
84.0000,上肢截断术
84.0100,手指截断术和手指关节离断术
84.0200,拇指截断术和拇指关节离断术
84.0300,经手截断术
84.0700,经肱骨截断术
84.0900,胸肩胛骨截断术
84.1000,下肢截断术
84.1100,趾截断术
84.1500,膝关节下的其他截断术
84.1700,膝上截断术
84.1900,腹骨盆截断术
84.2100,拇指再附着
84.2200,手指再附着
84.2300,前臂、腕或手的再附着
84.2400,上臂再附着
84.2500,趾再附着
84.2600,足再附着
84.2700,小腿或踝的再附着
84.2800,大腿再附着
84.4000,假肢装置的置入或安装
84.4100,上臂和肩假体安装
84.4200,前臂和手假体安装
84.5100,椎体脊椎融合装置的置入
84.5400,其他肢体内部延长装置的置入
84.5500,骨空隙填补物置入
84.5600,填充物(水泥)置入或置换
84.5700,去除填充物(水泥)
84.5900,其他脊椎装置的置入
84.6000,椎间盘假体置入
84.6100,颈部分椎间盘假体置入
84.6200,颈全椎间盘假体置入
84.6300,胸椎间盘假体置入
84.6400,腰骶部分椎间盘假体置入
84.6600,颈人工椎间盘修复术或假体置换
84.6700,胸人工椎间盘修复术或假体置换
84.6800,腰骶部人工椎间盘修复术或假体置换
84.6900,人工椎间盘假体的修复术或置换
84.7100,外部固定装置应用，单相系统
84.7200,外部固定装置的应用，环型系统
84.7300,混合外部固定装置的应用
84.8000,棘突装置的置入或置换
84.8200,椎弓根动力稳定装置的置入或置换术
84.8300,椎弓根动力稳定装置的修复术
84.8400,椎骨关节面置换装置的置入或置换术
84.9100,截断术
85.0x00,乳房切开术
85.1100,闭合性[经皮][针吸]乳房活组织检查
85.1200,开放性乳房活组织检查
85.1900,乳房其他诊断性操作
85.2000,乳房组织切除术或破坏术
85.2100,乳房病损局部切除术
85.2300,乳房次全切除术
85.2400,异位乳房组织切除术
85.3300,单侧皮下乳房切除术伴同时植入术
85.3400,其他单侧皮下乳房切除术
85.3500,双侧皮下乳房切除术伴同时植入术
85.3600,其他双侧皮下乳房切除术
85.4100,单侧单纯乳房切除术
85.4200,双侧单纯乳房切除术
85.4300,单侧扩大的单纯乳房切除术
85.4400,双侧扩大的单纯乳房切除术
85.5000,增大性乳房成形术
85.5100,单侧乳房注入，为了增大
85.5200,双侧乳房注入，为了增大
85.5300,单侧乳房植入术
85.5400,双侧乳房植入术
85.5500,乳房脂肪移植
85.6x00,乳房固定术
85.7000,乳房全部再造术
85.7100,背阔肌肌皮瓣全乳房重建术
85.7200,横行腹直肌肌皮(TRAM)瓣，带蒂的，全乳房重建术
85.7300,横行腹直肌肌皮(TRAM)瓣，游离的，全乳房重建术
85.7400,腹壁下动脉穿支(DIEP)皮瓣，游离的，全乳房重建术
85.7500,下腹壁浅动脉(SIEA)皮瓣，游离的，全乳房重建术
85.7600,臀动脉穿支(GAP)皮瓣，游离的，全乳房重建术
85.7900,其他全乳房再造术
85.8600,乳头移位术
85.8700,乳头其他修补术或重建术
85.8900,其他乳房成形术
85.9200,乳房治疗性药物注入
86.0100,皮肤和皮下组织抽吸术
86.0200,皮肤病损或缺损注射或文身
86.0300,藏毛窦或囊肿切开术
86.0400,皮肤和皮下组织的其他切开术伴引流术
86.0500,皮肤和皮下组织切开术伴异物或装置去除
86.0600,完全可植入型的输注泵置入
86.0700,完全可植入型血管通路装置的置入[VAD]
86.0900,皮肤和皮下组织的其他切开术
86.2100,藏毛囊肿或窦的切除术
86.2200,伤口、感染或烧伤的切除性清创术
86.2300,指(趾)甲、甲床或甲褶去除
86.2400,皮肤化学外科
86.2600,皮肤附件结扎术
86.2700,指(趾)甲、指(趾)甲床或指(趾)甲褶清创术
86.2800,伤口、感染或烧伤的非切除性清创术
86.3x00,皮肤和皮下组织的病损或组织其他局部切除术或破坏术
86.4x00,皮肤病损根治性切除术
86.5900,其他部位的皮肤和皮下组织闭合术
86.6000,游离皮肤移植
86.6100,手的全层皮肤移植
86.6200,手的其他皮肤移植
86.6300,其他部位全层皮肤移植术
86.6400,毛发移植
86.6500,异种移植物至皮肤
86.6600,同种移植物至皮肤
86.6700,皮肤再生移植物
86.6900,其他皮肤移植物至其他部位
86.7000,带蒂皮瓣或皮瓣移植
86.7100,带蒂皮瓣或皮瓣移植物的切割术和修补术
86.7200,带蒂皮瓣移植物前徙术
86.7300,手的带蒂皮瓣或皮瓣移植物附着术
86.7400,其他部位的带蒂皮瓣或皮瓣移植物附着术
86.7500,带蒂皮瓣或皮瓣移植的修复术
86.8100,面部松驰修补术
86.8200,面部的皱纹切除术
86.8300,体积缩小性整形术
86.8400,皮肤瘢痕或蹼状挛缩松驰术
86.8500,并指（趾）矫正术
86.8700,皮肤与皮下组织的脂肪移植
86.8900,皮肤和皮下组织的其他修补术和重建术
86.9000,为移植或库存的脂肪抽吸
86.9100,皮肤切除用作移植物
86.9200,皮肤的电解和其他除毛术
86.9300,组织扩张器置入
86.9400,单列神经刺激脉冲发生器置入或置换，未指明为可充电型
86.9500,双列神经刺激脉冲发生器的置入或置换，未指明为可充电型
86.9600,其他神经刺激器的置入或置换
86.9700,单列可充电型神经刺激器脉冲发生器的置换或置入
86.9800,多列（两列或更多列）可充电型神经刺激器脉冲发生器的置换或置入
87.0200,大脑和颅骨的其他对比剂造影图
87.0300,头部计算机轴向断层照相术
87.0400,头部其他断层照相术
87.0500,对比剂泪囊造影图
87.0600,对比剂鼻咽造影图
87.0700,对比剂喉造影图
87.0800,颈淋巴管造影图
87.0900,面、头和颈的其他软组织X线检查
87.1200,其他牙X线检查
87.1300,对比剂颞下颌关节造影图
87.1400,对比剂眼眶造影图
87.1500,对比剂鼻窦造影图
87.1600,面骨其他X线检查
87.1700,颅骨其他X线检查
87.2100,对比剂脊髓造影图
87.2200,颈椎其他X线检查
87.2300,胸椎其他X线检查
87.2400,腰骶椎其他X线检查
87.2900,脊柱其他X线检查
87.3100,气管内支气管造影术
87.3200,其他对比剂支气管造影图
87.3400,胸内淋巴管造影图
87.3500,对比剂乳腺管造影图
87.3600,乳房干版X线照相术
87.3700,其他乳腺造影术
87.3800,胸壁窦道X线照相
87.4100,胸计算机轴向断层照相术
87.4300,肋骨、胸骨和锁骨X线检查
87.4400,常规胸部X线
87.4900,其他胸部X线检查
87.5100,经皮肝胆管造影图
87.5400,其他胆管造影图
87.5900,其他胆管X线检查
87.6100,吞钡
87.6200,上消化道系列造影检查
87.6400,下消化道系列造影检查
87.6600,对比剂胰腺造影图
87.6900,其他消化道X线检查
87.7100,肾计算机轴向断层照相术
87.7300,静脉内肾盂造影图
87.7400,逆行肾盂造影图
87.7700,其他膀胱造影图
87.7900,泌尿系统的其他X线检查
87.8200,气体对比剂子宫输卵管造影图
87.8300,不透光染色对比剂子宫输卵管造影图
87.8500,输卵管和子宫的其他X线检查
87.9200,前列腺和精囊的其他X线检查
87.9300,对比剂附睾造影图
87.9400,对比剂输精管造影图
87.9500,附睾和输精管的其他X线检查
88.0100,腹部计算机轴向断层照相术
88.1100,盆腔不透光染色对比放射照相术
88.1200,盆腔气体对比放射照相术
88.1900,腹部其他X线检查
88.2100,肩和上臂的骨骼X线检查
88.2200,肘和前臂的骨骼X线检查
88.2300,腕和手的骨骼X线检查
88.2600,骨盆和髋的其他骨骼X线检查
88.2700,大腿、膝和小腿的骨骼X线检查
88.2800,踝和足的骨骼X线检查
88.3200,对比剂关节造影图
88.3300,其他骨骼X线检查
88.3800,其他计算机轴向断层照相术
88.3900,X线检查
88.4200,主动脉造影术
88.4400,其他胸内动脉造影术
88.4700,其他腹内动脉造影术
88.4800,股和其他下肢动脉造影术
88.4900,其他特指部位的动脉造影
88.5100,腔静脉心血管造影术
88.5200,右心脏结构的心血管造影术
88.5300,左心结构的心血管造影术
88.5400,联合的右和左心脏心血管造影术
88.5700,其他和未特指的冠状动脉造影术
88.6100,用对比剂头和颈部静脉造影术
88.6200,用对比剂肺静脉造影术
88.6300,用对比剂其他胸内静脉造影术
88.6400,用对比剂门静脉系统静脉造影术
88.6500,用对比剂其他腹内静脉静脉造影术
88.6600,用对比剂股和其他下肢静脉的静脉造影术
88.6700,用对比剂其他特指部位的静脉造影术
88.7100,头和颈部的诊断性超声
88.7200,心脏诊断性超声
88.7300,胸的其他部位的诊断性超声
88.7400,消化系统的诊断性超声
88.7500,泌尿系统的诊断性超声
88.7600,腹部和腹膜后的诊断性超声
88.7700,周围血管的诊断性超声
88.7900,其他诊断性超声
88.8900,其他部位热影像图
88.9000,诊断性影像
88.9100,大脑和脑干的磁共振成像
88.9200,胸和心肌的磁共振成像
88.9300,椎管磁共振成像
88.9400,肌肉骨骼的磁共振成像
88.9500,骨盆、前列腺和膀胱的磁共振成像
88.9700,其他和未特指部位的磁共振成像
89.0600,局限性会诊
89.0800,其他会诊
89.1500,其他非手术性神经功能试验
89.1700,睡眠脑电图
89.1800,其他睡眠疾患功能试验
89.1900,视频和无线电遥控脑电图监测
89.2600,妇科检查
89.2900,其他非手术性泌尿生殖系统测量
89.3800,其他非手术性呼吸测量
89.3900,其他非手术性测量和检查
89.4100,踏旋器运动测验测定心血管应激功能
89.4300,自行车测力计测定心血管应激功能
89.4400,其他心血管应激试验
89.4500,人工起搏器速率检查
89.5000,流动心脏监测
89.5500,用ECG导联的心音图
89.5800,体积描记图
89.5900,其他非手术性心脏和血管测量
89.6000,持续性动脉内血气监测
89.6100,全身动脉压监测
89.6400,肺动脉楔形监测
89.6500,全身动脉血气测量
89.6800,心脏排出量监测，其他技术
92.0100,甲状腺扫描和放射性核素功能检查
92.0200,肝扫描和放射性核素功能检查
92.0300,肾扫描和放射性核素功能检查
92.0400,胃肠扫描和放射性核素功能检查
92.0500,心血管和造血系统扫描和放射性核素功能检查
92.0900,其他放射性核素功能检查
92.1100,脑扫描
92.1200,头其他部位的扫描
92.1300,甲状旁腺扫描
92.1400,骨扫描
92.1500,肺扫描
92.1600,淋巴系统扫描
92.1700,胎盘扫描
92.1800,全身扫描
92.1900,其他部位扫描
92.2600,其他粒子辐射的远距离放射疗法
92.2700,放射性元素的植入或置入
92.2900,其他放射疗法操作
93.0100,功能性评估
93.0700,体测量
93.0800,肌电描记法
93.0900,其他诊断性物理治疗操作
93.1200,其他活动肌肉骨骼的运动训练
93.1300,对抗阻力的辅助运动训练
93.1600,其他关节松动法
93.1700,其他被动性肌肉骨骼的运动训练
93.2400,使用假体或矫形装置的训练
93.2600,关节粘连的手法破裂
93.2700,肌或腱伸展
93.2900,畸形的其他强制性矫正
93.3300,其他水疗
93.3500,其他热疗法
93.3800,联合的物理治疗，未提及组成方法
93.3900,其他物理治疗
93.4100,用颅骨装置的脊柱牵引
93.4200,其他脊柱牵引
93.4400,其他骨骼牵引
93.4600,肢体的其他皮肤牵引
93.5100,石膏背心应用
93.5200,颈支持物应用
93.5300,其他石膏管型的应用
93.5400,夹板应用
93.5500,牙栓结术
93.5600,压力敷料应用
93.5700,其他伤口敷料的应用
93.5900,其他制动术、压迫和伤口维护
93.6700,其他特指的整骨推拿疗法
93.7500,其他语言训练和治疗
93.7700,盲文或穆恩盲读训练
93.8300,职业治疗
93.8900,康复
93.9300,非机械性方法复苏
93.9400,喷雾法给予呼吸药物
93.9600,其他富氧疗法
94.0100,施行智力测验
94.0200,施行心理测验
94.0800,其他心理学的评估和测验
94.1100,精神病学的精神状态测定
94.1200,精神科常规访视
94.1900,其他精神科会谈和评估
94.2100,麻醉分析法
94.2300,精神抵制药治疗
94.2500,其他精神病学药物治疗
94.2700,其他电休克治疗
94.2900,其他精神病学躯体疗法
94.3300,行为治疗
94.3500,危象处置
94.3900,其他个人单独精神（心理）疗法
94.4400,其他团体治疗
94.4600,酒精中毒咨询
94.4900,其他咨询
94.5900,其他心理康复转诊
94.6100,乙醇康复
95.0100,局限性眼检查
95.0300,扩大眼科病情检查
95.0900,眼检查
95.1200,眼荧光素血管造影或毛细血管显微镜检查
95.1600,眼P32和其他示踪剂检查
95.2600,张力描记法、激发测验和其他青光眼测验
95.3100,眼镜安装和配备
95.3200,接触（隐形）镜片的处方、安装和配备
95.3300,其他视力低下辅助器的配备
95.4100,听力测定
95.4200,临床听力试验
95.4400,临床前庭功能试验
95.4600,其他听力和前庭功能试验
95.4700,听力检查
96.0500,呼吸道的其他插管术
96.0700,其他(鼻-)胃管置入
96.0800,(鼻-)肠管置入
96.1600,其他阴道扩张
96.1800,其他阴道子宫托置入
96.2400,肠造口扩张和手法操作
96.2500,膀胱治疗性扩张
96.3100,胃冷却
96.3400,(鼻-)胃管的其他冲洗
96.3500,胃强饲法（胃管）
96.3600,胃造口或肠造口的冲洗
96.3700,直肠滴注法
96.3900,其他经肛门灌肠
96.4100,胆囊造口和其他胆管冲洗术
96.4500,肾造口和肾盂造口冲洗术
96.4600,输尿管造口和输尿管导管的冲洗术
96.4800,其他留置的泌尿系导管冲洗术
96.4900,其他泌尿生殖道滴注
96.5200,耳冲洗术
96.5400,洁牙、牙磨光和除垢
96.5600,支气管和气管的其他灌洗
96.5900,伤口的其他冲洗术
96.6x00,浓缩营养物的肠内输注
96.7000,未特指时间的持续性侵入性机械性通气
96.7100,少于96小时连续的持续性侵入性机械性通气
